,MovieID,User_rate,predict_rates,diff
0,1,10.42,6.615492349211515,3.8045076507884845
1,2,1.6799999999999995,8.561552522414162,6.881552522414163
2,3,10.13,7.674060807614479,2.4559391923855216
3,4,10.42,5.054704411759777,5.365295588240223
4,5,20.27,10.486526110746311,9.783473889253688
5,6,5.71,7.991922309840851,2.2819223098408514
6,7,9.2,7.6114445363516126,1.5885554636483867
7,8,7.41,7.787393414941185,0.37739341494118506
8,9,,4.628314947240693,
9,10,1.9700000000000009,7.501457876617597,5.531457876617597
10,11,5.27,10.455664361855337,5.185664361855338
11,12,7.8900000000000015,9.281634173930394,1.3916341739303926
12,13,20.22,7.513052016785846,12.706947983214153
13,14,12.07,10.252169368504283,1.8178306314957169
14,15,1.1899999999999995,5.430891103180198,4.240891103180198
15,16,1.1500000000000004,3.7565896850855394,2.606589685085539
16,17,20.37,8.96676062450105,11.40323937549895
17,18,2.75,4.975413303144774,2.225413303144774
18,19,1.1500000000000004,6.15388005741625,5.00388005741625
19,20,1.1500000000000004,5.201428710739194,4.051428710739193
20,21,19.2,12.218535804324729,6.9814641956752705
21,22,5.22,8.044691632610691,2.8246916326106914
22,23,1.2899999999999991,6.234189287177175,4.944189287177176
23,24,,5.169621660394648,
24,25,3.5700000000000003,8.07724226395791,4.5072422639579095
25,26,9.54,10.586879871634343,1.046879871634344
26,27,9.45,12.468574637703465,3.018574637703466
27,28,2.02,6.936626333128215,4.916626333128216
28,29,18.09,12.990002580913234,5.099997419086765
29,30,10.42,5.0158397149028175,5.404160285097182
30,31,12.65,11.72056839323252,0.9294316067674799
31,32,14.16,11.314172424969012,2.845827575030988
32,33,10.37,5.875050656315854,4.494949343684145
33,34,6.19,9.841302153466385,3.6513021534663848
34,35,9.5,11.726109611839542,2.226109611839542
35,36,14.01,12.394601328628244,1.6153986713717554
36,37,,5.544121945379413,
37,38,1.7300000000000004,6.873453863248033,5.143453863248032
38,39,19.45,10.329163805606878,9.12083619439312
39,40,7.8,8.728489716315309,0.9284897163153092
40,41,6.87,5.86403652403778,1.0059634759622202
41,42,8.82,10.987758428933141,2.1677584289331406
42,43,10.27,5.470783655698639,4.79921634430136
43,44,,4.882764677225714,
44,45,15.66,7.294310602879672,8.365689397120327
45,46,4.16,9.547178287355477,5.387178287355477
46,47,2.7,7.051610780542739,4.351610780542739
47,48,8.86,8.232262382672628,0.6277376173273712
48,49,5.61,10.029199501311986,4.419199501311986
49,50,12.94,12.959418698374934,0.019418698374934706
50,51,1.4900000000000002,7.648663344646107,6.158663344646107
51,52,4.69,8.60706023784445,3.91706023784445
52,53,19.16,12.570283692187548,6.589716307812452
53,54,15.95,10.686003319328659,5.26399668067134
54,55,10.42,6.997916031034187,3.422083968965813
55,56,12.12,10.03268020514301,2.08731979485699
56,57,,4.510447861314698,
57,58,,3.4194474757808875,
58,59,,5.499842829655352,
59,60,3.82,4.948007312795314,1.1280073127953139
60,61,9.59,10.379449347520183,0.7894493475201827
61,62,6.05,9.241056142273584,3.1910561422735837
62,63,10.22,5.434044716953572,4.7859552830464285
63,64,10.42,5.1552095532898745,5.264790446710125
64,65,14.4,12.378462017174138,2.021537982825862
65,66,12.07,10.354054909833996,1.715945090166004
66,67,,5.568370149855594,
67,68,6.44,8.857777817854846,2.4177778178548452
68,69,6.68,10.82441490198519,4.14441490198519
69,70,10.32,7.927119419191552,2.3928805808084483
70,71,,5.790464421348063,
71,72,,12.134811872949106,
72,73,,9.454061990965936,
73,74,,6.25781264321648,
74,75,,6.817082238727642,
75,76,20.22,10.585167233513909,9.63483276648609
76,77,,7.109672673334641,
77,78,,8.18845664651636,
78,79,,7.148853154028363,
79,80,,10.23068338150672,
80,81,,8.188604569812997,
81,82,,5.802831712742172,
82,83,,9.361881151302127,
83,84,,7.082625746004066,
84,85,,8.901964177388043,
85,86,,6.960794230756273,
86,87,,9.083431584539042,
87,88,,7.514712684627968,
88,89,3.86,9.672623777968663,5.812623777968664
89,90,,6.473736846485157,
90,91,,9.496176424361384,
91,92,,7.583400648144101,
92,93,,8.863357412980092,
93,94,,7.243098876559367,
94,95,,8.575074469421537,
95,96,,7.942018373463891,
96,97,,8.82033740375411,
97,98,,10.979263974061677,
98,99,,6.376482703247149,
99,100,,8.254924877839992,
