,MovieID,User_rate,predict_rates,diff
0,1,13.67,13.050285802644328,0.6197141973556715
1,2,6.44,11.446395939023569,5.006395939023569
2,3,19.11,12.6669057654823,6.4430942345177
3,4,9.5,10.003596360090174,0.5035963600901745
4,5,13.77,10.933047839871419,2.8369521601285808
5,6,11.87,11.899310103036534,0.029310103036534585
6,7,12.26,11.16419085194543,1.0958091480545704
7,8,14.11,12.220430244600623,1.8895697553993767
8,9,14.69,11.931644597779336,2.7583554022206638
9,10,14.01,13.34550779615393,0.6644922038460699
10,11,18.04,13.019508872971553,5.020491127028446
11,12,7.21,11.775369803445438,4.565369803445438
12,13,6.63,10.293124388451762,3.663124388451762
13,14,19.45,12.3804047709928,7.069595229007199
14,15,8.86,10.737501314271467,1.877501314271468
15,16,8.67,8.995956255084048,0.3259562550840478
16,17,8.57,9.830189669321724,1.2601896693217238
17,18,6.63,10.954379455749171,4.324379455749171
18,19,6.63,10.6137487003134,3.9837487003133996
19,20,5.08,9.550386605992006,4.470386605992006
20,21,14.06,12.642892035733386,1.4171079642666147
21,22,14.69,12.578414105646106,2.111585894353894
22,23,16.19,11.90588247975822,4.2841175202417805
23,24,10.81,10.647520682623197,0.16247931737680332
24,25,6.87,11.251552656312153,4.381552656312153
25,26,12.41,11.796607715808776,0.6133922841912245
26,27,8.67,12.989038505303466,4.319038505303466
27,28,8.57,11.947067527975916,3.3770675279759157
28,29,13.57,13.961418055744298,0.3914180557442979
29,30,17.55,10.870952818769311,6.67904718123069
30,31,11.49,12.184505957067415,0.694505957067415
31,32,18.62,13.702378949160945,4.917621050839056
32,33,4.74,10.015072448348677,5.275072448348677
33,34,6.24,11.350660577858921,5.110660577858921
34,35,18.86,13.901653640833107,4.958346359166892
35,36,18.38,14.059143490564406,4.320856509435593
36,37,13.62,11.213308803262407,2.406691196737592
37,38,11.29,12.599551172927246,1.3095511729272467
38,39,8.86,11.174251189884034,2.3142511898840343
39,40,7.02,11.563344640429083,4.543344640429083
40,41,19.25,11.759106368146606,7.490893631853394
41,42,8.82,12.319702742640615,3.499702742640615
42,43,12.84,11.08953744979028,1.7504625502097202
43,44,2.6,10.16550923153866,7.565509231538661
44,45,13.62,12.311046744071577,1.3089532559284223
45,46,13.91,12.864799020915179,1.0452009790848216
46,47,8.86,11.65802884991598,2.7980288499159798
47,48,14.54,12.427289971538638,2.112710028461361
48,49,8.86,13.117588024965027,4.2575880249650275
49,50,13.57,14.424857568047612,0.8548575680476116
50,51,4.59,9.645228525204642,5.055228525204642
51,52,12.12,10.47601378230908,1.6439862176909195
52,53,14.79,13.209370050125795,1.5806299498742042
53,54,18.77,13.501360526808266,5.268639473191733
54,55,14.4,12.605823054898464,1.7941769451015368
55,56,15.9,12.913039738750975,2.986960261249026
56,57,4.06,9.920939529620863,5.860939529620864
57,58,2.02,7.717732453270366,5.6977324532703655
58,59,11.73,10.857144007554517,0.8728559924454835
59,60,13.38,12.77427472316387,0.6057252768361305
60,61,4.69,12.62701492080702,7.93701492080702
61,62,13.43,13.4121030778508,0.017896922149200023
62,63,6.78,11.107150286849118,4.327150286849117
63,64,19.5,12.071644116947901,7.428355883052099
64,65,19.16,13.317807592453589,5.842192407546412
65,66,18.72,13.315729102447884,5.404270897552115
66,67,16.240000000000002,11.697239578830612,4.54276042116939
67,68,19.5,13.256826371034268,6.243173628965732
68,69,13.96,13.14458916717078,0.8154108328292207
69,70,6.83,11.0739127973311,4.243912797331101
70,71,,9.473816307388866,
71,72,,12.36776284486601,
72,73,,11.348705243291942,
73,74,,8.50306012267591,
74,75,,10.695373174722546,
75,76,,12.408764887637071,
76,77,,11.287139687817861,
77,78,,11.046004119234412,
78,79,,10.108165923207293,
79,80,,9.456580139486267,
80,81,,12.18721955639303,
81,82,,10.667395222548581,
82,83,,11.48825308843884,
83,84,,10.313914194215073,
84,85,,11.249501131111163,
85,86,,12.95378798851842,
86,87,,12.743665053128067,
87,88,,12.135677287126764,
88,89,,13.267113028662585,
89,90,,10.719040058756285,
90,91,,11.779775725396087,
91,92,,10.519958179427352,
92,93,,12.112523515290041,
93,94,,11.664732598066848,
94,95,,10.884469642569124,
95,96,,11.422994907950637,
96,97,,11.577833737836013,
97,98,5.08,9.585519496148143,4.505519496148143
98,99,,10.121783601550694,
99,100,,10.386980072554737,
