,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
13,3.52,5.81,12.99,5.47,14.54,10.66,12.46,18.82,13.48,12.55,14.5,2.84,18.57,5.51,17.7,8.86,7.7,12.94,16.78,15.66,11.1,5.66,3.96,13.48,5.27,8.379999999999999,15.76,15.51,9.35,9.88,15.51,15.08,3.33,5.27,9.3,15.9,11.44,11.83,11.83,14.54,3.67,7.26,3.4800000000000004,17.89,17.36,5.32,13.72,16.05,15.76,11.49,3.33,5.42,13.67,15.61,18.43,8.43,3.52,3.52,5.27,18.14,8.43,16.1,3.67,4.4,7.6,8.04,11.44,8.48,6.29,3.33,,,,,,,,,,,17.94,,,,,,,,,,,,,,,,,,,
17,4.54,4.16,5.32,6.24,3.38,5.61,10.76,14.01,10.56,13.77,11.53,3.33,3.43,3.52,4.4,13.91,6.68,14.79,10.61,8.620000000000001,4.64,4.59,6.05,7.65,13.18,3.2300000000000004,15.37,11.73,14.25,13.23,16.0,14.54,5.85,6.24,14.88,7.46,13.33,4.06,3.62,4.16,6.92,3.82,4.93,13.62,6.24,12.84,3.86,4.93,9.06,16.97,4.93,6.24,10.66,8.09,8.28,6.92,18.72,5.37,14.64,17.6,12.46,13.67,5.66,12.89,10.85,6.29,4.88,13.67,5.66,4.2,,,,,,,,,,6.34,,,,,8.14,,8.14,,,,,,,,,,,,,
55,11.39,12.84,6.05,5.51,10.71,5.17,13.57,10.08,14.25,17.17,5.95,7.99,12.21,3.33,5.81,3.33,2.17,15.56,6.97,11.49,11.19,18.67,14.01,9.06,15.71,11.73,16.68,7.75,8.77,8.52,13.48,13.62,4.16,2.3100000000000005,9.3,6.73,5.17,14.59,10.85,9.11,6.83,10.81,3.43,13.23,8.91,11.49,8.52,11.19,13.72,12.26,1.1899999999999995,9.11,5.22,9.06,9.11,11.78,3.72,5.47,16.83,1.2400000000000002,4.64,14.25,7.3599999999999985,14.2,4.59,12.55,12.8,12.31,8.28,13.18,,,,,,,,,,,,,,8.09,,,,,,,,,11.49,,,,,,,
73,13.48,4.83,12.6,4.3,12.26,9.11,8.72,3.67,4.4,13.48,5.66,12.21,3.82,6.34,14.45,10.17,3.77,14.59,3.67,9.74,4.11,6.63,12.94,4.88,5.37,12.5,15.27,6.58,13.86,5.22,10.9,7.939999999999999,4.54,4.64,15.61,15.27,5.42,3.91,6.63,8.96,4.4,10.42,10.37,14.4,9.06,7.12,11.92,12.5,12.41,8.86,4.25,4.4,12.7,11.29,12.26,13.86,4.4,4.4,13.57,11.24,12.02,15.08,9.93,4.54,7.8,15.47,10.42,10.66,7.31,7.6,,,,,3.86,9.25,,,,,,,,,,,,,,11.05,,,,,7.31,,,,,
91,4.06,5.56,4.54,3.09,3.96,3.38,3.2300000000000004,12.46,16.87,3.4800000000000004,3.4800000000000004,1.58,1.1500000000000004,17.65,14.16,6.29,4.98,17.12,7.55,7.55,3.38,3.62,8.28,2.890000000000001,3.43,3.04,1.34,14.5,18.77,3.38,2.119999999999999,16.44,1.2400000000000002,17.36,19.01,1.4900000000000002,15.08,17.94,4.5,13.52,3.04,16.83,10.81,18.33,4.98,6.05,15.71,1.58,10.85,12.12,3.52,1.0999999999999996,14.45,16.83,16.490000000000002,5.66,5.51,15.71,3.67,18.91,19.06,17.84,13.96,3.14,2.8000000000000007,15.08,8.67,19.06,1.5299999999999994,10.66,17.65,,,,,,,,,,15.32,,,,,,,,19.5,,,,,,18.62,,,,,
110,8.09,10.13,7.6,9.4,10.17,7.46,11.83,8.91,10.42,5.32,4.59,6.53,12.8,9.16,4.01,3.62,12.02,10.95,14.45,15.95,12.31,5.32,9.64,,12.21,10.47,8.28,14.4,12.65,11.24,5.22,11.05,9.11,8.86,12.89,11.63,9.59,11.1,9.25,12.65,8.04,12.84,10.95,6.1,8.28,6.1,17.07,13.28,16.34,10.61,5.03,4.5,12.84,13.91,3.62,12.17,7.46,,6.15,7.939999999999999,10.61,18.67,13.18,9.01,8.33,15.47,10.27,18.04,12.31,10.32,,,,,,,,,,10.22,4.3,,,,,,,,,,12.6,,,,,,,,,
256,13.14,9.93,1.2400000000000002,1.1899999999999995,10.27,18.18,1.8699999999999992,1.7300000000000004,14.79,4.35,6.78,10.81,1.3900000000000006,14.79,13.23,1.3900000000000006,6.24,7.55,7.41,18.82,3.52,5.85,5.42,9.54,1.92,1.8699999999999992,19.16,13.77,1.4399999999999995,6.68,15.95,10.61,6.44,4.2,11.34,10.71,2.210000000000001,1.6799999999999995,3.86,11.19,1.7300000000000004,4.98,13.67,1.4399999999999995,4.01,18.14,9.59,3.4800000000000004,9.3,14.79,7.31,15.32,15.47,19.74,19.16,2.6500000000000004,12.94,2.41,8.18,19.06,14.59,17.89,3.33,18.86,16.87,9.2,17.46,13.43,16.1,6.39,,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,17.84,2.5500000000000007,16.29,10.81,15.13,15.22,20.130000000000006,19.98,18.04,17.84,14.45,17.17,3.38,3.82,13.77,4.25,2.17,19.83,17.84,16.92,5.03,3.96,17.31,17.94,3.33,3.52,14.3,14.69,2.3100000000000005,18.28,2.99,15.85,17.8,10.32,6.34,15.51,16.97,19.64,4.98,7.46,4.2,4.88,17.31,17.6,16.58,14.35,15.22,16.97,12.75,3.28,2.8000000000000007,3.28,17.55,18.38,15.71,4.59,4.5,10.37,17.41,17.21,16.78,13.86,16.15,18.14,2.3100000000000005,19.3,17.94,6.15,14.69,16.34,1.7300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2899999999999991,,
354,18.96,14.88,19.54,5.51,16.83,11.63,2.3599999999999994,11.53,4.64,14.79,14.06,11.34,12.02,16.490000000000002,6.92,6.68,4.5,18.62,9.4,6.24,7.21,2.3599999999999994,1.83,2.0700000000000003,16.44,3.09,14.4,14.98,16.44,8.43,14.11,11.78,11.68,11.68,19.11,18.62,16.15,16.63,2.5500000000000007,2.7,2.890000000000001,2.210000000000001,2.6,4.06,16.63,2.5,9.69,14.25,2.890000000000001,6.78,1.83,6.78,2.5500000000000007,16.83,14.01,4.16,6.73,18.96,6.44,16.92,16.73,9.06,14.4,16.19,11.87,13.67,2.119999999999999,11.39,17.02,2.26,,,,,,,2.5,,,,,14.45,,,,,,,,,,16.490000000000002,6.49,,,,,,,
362,17.12,1.9700000000000009,,,17.46,18.72,3.04,13.96,,13.38,13.33,7.41,2.3599999999999994,13.91,2.8000000000000007,12.55,8.77,8.620000000000001,17.07,14.59,6.29,12.02,18.96,,,14.5,2.3100000000000005,8.96,6.15,9.64,13.62,13.48,11.87,11.58,7.12,4.64,6.78,8.72,13.67,8.67,7.84,6.44,14.2,2.5,11.05,11.29,14.35,13.33,6.49,12.02,16.68,18.86,15.76,17.31,2.890000000000001,8.23,16.44,,14.3,3.14,12.31,8.77,15.76,9.64,12.17,15.37,14.5,13.57,8.91,12.12,,,,,,,,,,,,,,,,,,,,,,,,14.79,,,,,,
