,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
81,3.18,19.16,18.77,18.43,17.41,18.33,18.28,17.5,17.21,16.15,16.92,19.06,4.93,15.9,18.72,17.75,5.9,17.6,2.5,18.33,17.89,15.56,18.04,17.6,3.09,15.61,18.09,15.85,18.91,17.75,15.81,19.74,3.14,16.0,17.07,3.28,17.89,15.81,15.71,3.43,18.96,15.76,18.91,17.55,2.890000000000001,15.32,18.18,15.85,18.33,19.4,3.52,2.9399999999999995,18.86,18.28,17.6,19.11,18.96,17.8,17.84,17.12,19.01,18.86,17.46,18.09,16.53,17.75,19.2,18.72,18.43,15.85,,,,,,17.84,,18.04,,,,17.55,,,,,,,,,,,,,,,,,,
205,18.28,18.62,18.52,15.03,18.23,18.82,11.49,17.75,18.28,18.43,18.14,15.42,13.04,18.67,11.29,14.4,14.3,14.06,13.04,10.51,18.62,19.45,18.09,16.39,16.490000000000002,13.67,18.52,15.03,16.87,16.44,18.86,16.87,18.91,14.16,13.77,18.67,17.89,18.86,18.86,16.29,16.63,18.04,18.52,16.44,16.73,18.62,18.18,16.73,18.14,16.490000000000002,14.06,18.18,14.83,18.96,18.23,13.52,12.46,17.990000000000006,13.62,18.86,18.38,18.62,16.92,18.72,14.45,18.82,18.48,15.22,16.63,18.23,,,,,,,,,,,,,,,,,16.87,,,,,,,,,,,,,
216,17.36,17.55,17.41,17.41,1.7300000000000004,18.86,7.99,6.87,17.41,17.8,17.8,18.23,6.15,18.09,6.15,6.15,10.42,13.48,10.27,7.99,17.84,17.75,18.23,17.41,18.23,18.04,16.63,17.36,17.259999999999998,17.55,17.31,14.25,17.36,18.57,14.69,18.86,17.75,18.23,16.78,13.28,11.73,16.39,18.09,17.5,18.77,16.19,18.52,16.490000000000002,19.35,13.82,17.36,17.8,18.33,19.01,18.23,18.38,17.41,17.41,17.75,17.36,16.68,14.83,18.23,17.5,18.04,14.74,17.8,17.6,14.4,19.01,,,,,,,,,,,,13.09,,,,,,,,,,,12.89,,,,12.07,,17.6,17.65
264,,19.54,,,4.64,18.96,17.12,2.84,16.87,17.84,18.04,17.6,17.65,17.6,3.62,5.32,16.92,18.77,16.73,17.46,17.31,17.07,17.6,18.04,17.75,18.04,19.06,17.21,17.21,17.75,17.6,17.55,18.04,17.55,18.67,17.259999999999998,18.04,17.41,17.5,17.5,19.06,17.7,17.259999999999998,17.6,17.5,17.7,17.990000000000006,17.5,17.46,17.02,18.04,18.04,17.12,17.7,17.31,17.5,17.6,,18.96,17.6,17.8,17.41,17.5,17.6,17.5,17.259999999999998,17.07,18.18,17.41,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,3.33,19.98,20.17,17.02,14.01,20.37,15.47,9.2,6.0,14.64,18.18,18.33,14.83,18.38,1.6300000000000008,15.42,6.39,1.6300000000000008,1.5299999999999994,4.01,16.0,18.96,16.87,6.29,19.74,19.93,12.26,15.9,16.53,9.45,20.17,16.44,20.08,19.880000000000006,18.57,19.54,20.17,20.08,13.86,14.79,10.85,19.69,20.22,20.17,20.22,14.98,19.98,19.69,20.17,17.990000000000006,18.33,16.05,14.2,17.17,3.62,15.47,20.17,20.17,20.22,20.22,14.45,20.17,19.74,3.52,20.17,9.11,1.58,16.92,16.87,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52,
346,8.52,7.55,15.71,6.58,20.27,19.880000000000006,1.92,16.19,20.08,18.96,20.03,17.84,7.84,11.97,3.43,19.25,13.62,10.47,16.53,6.49,14.35,18.09,12.55,13.57,16.53,13.96,19.79,17.17,8.379999999999999,19.54,16.87,17.6,14.11,17.6,14.45,10.22,14.83,16.15,12.36,17.259999999999998,19.3,16.44,16.15,2.41,20.27,16.15,18.91,20.27,19.98,17.12,18.28,12.7,12.5,19.98,18.96,20.03,13.28,18.43,13.67,20.130000000000006,19.83,19.98,20.130000000000006,16.39,18.96,18.23,19.01,19.83,12.7,14.83,,,,,,,,,,,,,,,,,,,,19.5,19.35,,,,,,,,19.45,
370,18.72,2.9399999999999995,3.52,3.62,3.38,19.3,18.23,10.85,18.91,19.3,19.3,11.63,10.81,18.72,10.81,10.81,18.09,18.09,3.72,18.14,19.06,18.62,19.01,17.94,19.59,18.72,19.2,19.06,19.35,19.3,18.96,19.54,18.82,19.880000000000006,19.25,19.69,3.18,19.01,19.2,1.92,18.72,19.16,19.11,4.64,3.38,10.76,18.86,19.3,19.25,19.2,3.5700000000000003,18.72,19.64,19.5,19.64,19.69,11.29,17.84,19.06,19.45,18.86,19.4,18.62,19.01,19.01,10.51,19.16,17.94,19.69,19.64,,,,,,,18.96,18.09,,,19.06,,18.23,,,,,,,,,,,,,,,,,
392,13.04,9.25,10.17,11.05,14.83,19.06,14.06,6.15,17.12,17.8,14.4,19.01,12.31,18.62,9.79,12.17,13.48,14.93,13.96,7.07,18.23,19.4,17.17,13.77,19.2,19.4,17.41,8.48,16.34,18.67,17.259999999999998,19.54,13.04,17.89,18.72,16.490000000000002,14.3,19.06,15.51,19.35,12.07,18.04,11.78,19.01,17.84,19.3,19.59,19.3,18.18,15.81,15.47,18.91,15.66,6.92,18.09,17.65,15.85,10.81,18.96,8.52,17.36,19.59,16.1,7.46,7.75,15.56,19.01,19.25,19.3,15.9,7.939999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,13.62,16.78,12.46,14.2,18.38,14.59,17.84,16.87,16.490000000000002,18.67,16.05,14.83,7.65,15.81,17.02,17.02,15.56,18.18,18.18,13.72,10.81,16.490000000000002,15.71,13.18,13.09,14.3,17.12,16.15,17.17,14.88,17.02,18.57,16.83,10.76,19.01,16.0,15.61,16.1,13.57,15.13,17.07,10.61,15.61,13.62,10.85,16.39,16.58,17.02,18.43,18.67,8.09,14.5,18.52,16.15,15.56,17.990000000000006,15.13,18.04,17.17,14.74,16.58,18.96,17.17,10.61,11.05,18.09,15.27,19.4,18.62,12.55,,,,,,,,,10.71,,,,,,,,,,,18.28,16.92,,,,,,,,,
430,13.82,6.53,20.17,13.96,16.05,14.35,7.46,7.17,11.53,16.39,19.01,16.490000000000002,9.4,19.3,11.53,1.9700000000000009,10.9,14.45,12.21,11.05,19.98,19.25,1.9700000000000009,7.3599999999999985,18.72,19.3,19.5,19.01,13.77,11.49,20.03,19.4,9.2,19.4,13.91,19.4,1.8699999999999992,20.130000000000006,19.79,11.97,19.5,19.74,17.12,7.07,14.2,11.1,11.78,19.98,20.27,19.79,19.5,14.25,19.880000000000006,9.45,9.16,19.74,6.39,14.69,14.2,10.81,14.16,20.27,12.17,9.2,16.240000000000002,20.17,15.9,13.77,19.54,19.83,,,,,,,,,,19.59,,,,,,,,,,,,,,,,,,,16.83,19.4
