,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
93,,,,,12.5,,12.89,12.7,,15.27,,8.04,8.91,6.0,12.5,12.94,8.52,13.67,14.93,9.35,9.01,11.39,5.27,,,7.7,9.5,10.27,14.2,,6.78,16.53,,,7.31,15.51,,12.94,13.62,8.33,,13.18,,,,11.39,10.13,11.83,14.35,13.09,,7.21,15.27,7.26,,6.34,,,,8.52,16.490000000000002,14.5,,,12.75,6.58,,14.16,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,15.03,,,,
103,,,,,18.52,,13.23,17.75,,,,6.53,12.8,,9.35,19.64,15.32,11.92,18.67,13.33,18.82,,,,12.55,15.85,13.91,19.25,10.76,,12.07,17.21,,10.13,16.87,8.620000000000001,,8.67,,13.62,,13.67,,,,8.82,,12.55,18.09,14.11,,,18.43,,,7.6,,,,,15.61,18.14,,,12.02,18.38,,18.82,14.11,,,,,,,,,14.74,,,,,,,,,,,,,,,,,,15.56,,9.2,,
189,,,,,3.09,,2.75,12.31,,,,,6.1,,16.87,10.61,10.27,16.78,17.41,15.95,10.9,18.28,,,,10.03,15.81,14.93,16.87,,16.34,19.16,,8.96,16.240000000000002,17.36,,,17.7,6.34,,12.26,,,,,15.81,17.259999999999998,19.06,18.86,,,17.8,,,16.53,,,,18.77,16.97,19.880000000000006,10.76,,10.66,6.15,13.38,16.63,8.09,9.74,1.58,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,11.68,,18.18,3.2300000000000004,,,,,10.9,,14.35,17.31,7.02,17.07,17.84,17.17,20.27,,,,19.93,,,19.06,14.59,,,17.8,,,15.66,20.37,19.74,18.82,19.83,16.490000000000002,,8.620000000000001,,,,,11.0,19.35,19.880000000000006,18.62,,,20.37,,,17.84,,,,,18.57,19.69,,,,20.32,,18.18,18.48,,10.37,,18.04,,5.22,16.83,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,14.35,,12.46,11.49,,,,,11.53,,15.61,12.31,10.47,14.01,15.71,13.04,13.86,19.01,,,,17.990000000000006,18.43,17.36,18.96,,,17.6,,14.93,15.27,17.84,14.74,19.16,14.06,16.87,,18.38,,,,,,19.35,17.84,17.31,,,17.21,18.91,,18.23,,,14.79,,18.52,18.96,,,,18.43,,17.65,18.38,,,,,,,,,,,,,,,,,12.36,,,,,,,,11.78,,,,,,
300,,,,,6.97,,10.13,12.84,,,,,14.45,,14.93,13.33,11.58,13.23,13.28,13.33,13.28,13.28,11.58,,,,7.99,13.33,12.07,,,15.03,,12.26,14.4,17.259999999999998,,15.03,13.86,11.44,12.31,13.14,,,16.58,14.54,16.58,18.09,16.1,13.91,,12.6,13.62,17.65,,13.14,13.62,,,,11.87,16.63,14.35,,15.42,17.02,,12.84,17.12,,,,,,,,,,,,,,,,,,,,16.78,,,,,,,,,,,
314,,,,,5.22,,12.21,15.71,,,,,18.43,,14.69,9.06,13.43,15.51,11.53,7.21,14.3,15.51,,,13.67,,19.4,17.5,17.55,,17.07,18.96,,13.57,17.6,17.41,,,11.44,10.9,,15.47,,,13.18,13.23,15.22,14.74,18.23,15.71,,,16.92,17.75,16.68,15.66,,13.57,14.69,,17.94,14.5,,,14.54,19.2,,18.52,15.37,16.63,,,,,,,,,,,,16.15,,,,,,,16.34,9.4,,,,,,,,,,
347,,,,,13.04,,8.09,10.85,,,,,15.95,,5.66,8.72,6.24,16.53,15.61,16.34,19.06,,,,,,20.03,14.01,17.89,,,15.61,,,2.9399999999999995,17.6,,18.77,13.33,12.02,8.86,13.43,,,19.3,,17.89,15.08,18.48,12.7,,,14.88,1.1899999999999995,,12.89,,7.6,,,14.4,18.33,17.46,,17.94,19.01,,19.35,16.15,,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,17.17,,18.28,4.79,,,,,14.01,,4.88,15.51,12.46,17.02,17.84,18.09,19.83,19.59,,,,1.4900000000000002,20.03,19.74,1.6300000000000008,,20.08,19.69,,19.45,19.06,18.14,,18.91,20.22,19.93,,19.98,,,,2.41,,19.880000000000006,19.64,19.35,,,19.74,19.880000000000006,,19.54,,,,,19.3,19.93,,,1.58,20.17,,19.64,19.3,,,,,,,,17.84,,,,,,,,,,19.35,,1.6799999999999995,,,,,,,,,,,
472,,,,,11.39,,2.119999999999999,7.8900000000000015,,,,,13.28,,13.62,8.91,14.06,15.08,16.05,13.72,14.16,,,,,15.22,4.79,11.49,,,13.04,13.33,,12.5,14.69,9.01,,,,6.05,,13.62,,,,,16.1,9.4,14.4,18.23,,,16.53,,,11.92,6.73,5.66,,,6.63,14.59,13.67,,12.75,7.26,,19.69,18.43,16.240000000000002,,,,,,,,,,6.58,,,,,,,15.42,,,,,,,,,,,,,
476,,,,,10.71,18.67,10.71,4.5,,,,,10.71,10.71,16.73,4.69,16.73,18.28,1.58,16.73,10.71,,,,,,10.71,10.71,18.48,,19.83,17.5,,,19.83,19.83,,18.28,18.48,,,10.71,,,,,,19.83,10.71,4.11,,,10.71,19.83,,,,,,,10.71,19.83,,16.73,,1.7799999999999994,16.73,16.73,10.71,10.71,,,,,,,,,,,,,,,,,,,,,17.31,,,,,,,2.9399999999999995,,
505,,,,,19.83,2.6500000000000004,3.52,4.3,,5.22,4.11,2.3599999999999994,16.240000000000002,18.86,6.97,16.63,10.32,19.2,19.2,19.2,18.77,16.92,3.67,18.33,3.62,3.72,3.82,18.14,3.91,3.09,19.2,18.96,,3.33,10.9,19.06,,2.84,17.94,4.35,2.41,19.83,3.09,,3.2300000000000004,2.460000000000001,19.74,18.38,8.379999999999999,18.96,4.11,4.5,19.54,19.5,3.14,19.01,17.84,,3.82,,17.89,19.06,18.96,,3.5700000000000003,19.11,19.35,6.58,19.35,2.8000000000000007,,,,,,,,,,,,,,,,,,,,19.01,,,,,,,,,,
542,,,,,13.52,,14.06,13.52,,,,,19.54,,16.78,16.68,6.87,15.51,15.85,6.92,6.34,18.72,,,,,18.48,18.52,18.86,,,14.25,,,13.38,17.6,4.83,2.02,7.17,,,20.22,,,,,,18.14,17.990000000000006,17.36,,,19.54,15.13,,,,3.04,,,13.57,19.5,,17.84,,17.84,,18.52,19.59,14.16,,,,,,,,,,,,,,,13.86,,,,,,,,,,,,,,,
570,,,,,5.17,11.44,15.56,8.18,,,,7.02,12.8,4.98,16.0,15.61,11.29,12.84,13.33,11.68,12.02,10.27,9.79,,,,19.4,18.67,15.17,,5.47,17.12,,9.06,14.93,15.71,,9.79,11.1,10.22,10.27,12.94,,,10.61,11.83,14.98,15.17,12.84,13.33,,,12.8,13.43,11.05,9.59,,,,,13.77,16.0,12.65,,9.45,15.22,,15.61,15.08,11.1,,,,,,,,,,,,,,12.55,,,,18.38,18.38,,,,,,,,,,,
588,,,,,16.15,,13.72,9.74,,,13.96,12.75,11.39,17.41,5.22,11.58,7.65,12.46,15.66,13.72,16.87,,,,,10.76,16.0,14.3,17.36,,,16.34,,,8.43,14.83,,8.09,,15.9,,8.28,,,18.09,2.3599999999999994,,16.490000000000002,15.61,15.22,,,14.4,,,,,,,,14.45,14.98,,,,15.27,,11.1,14.4,,,,,,,,15.47,13.23,,11.05,,,17.6,,,,,,,,,,,,,,,,,
600,,,,,19.11,,9.11,5.03,,,,,11.49,,13.48,11.83,6.29,11.24,18.28,16.1,18.33,,,,,,12.02,18.72,14.83,,,14.45,,,16.39,18.62,,18.96,,16.92,11.97,17.36,,,13.04,,9.01,18.67,18.72,16.19,,,19.11,16.44,,4.54,,,,,18.28,19.3,4.64,,4.59,18.62,18.86,18.86,6.97,,,,,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,11.92,,14.54,1.2400000000000002,,,,10.42,12.31,9.93,3.18,7.8,7.07,14.54,17.94,18.96,12.46,19.83,9.79,,,,14.54,7.07,1.0999999999999996,,17.21,9.93,,8.48,11.05,17.12,,11.53,15.61,5.56,,10.32,,,9.69,13.77,11.44,20.130000000000006,19.3,17.36,,10.17,13.86,10.47,,14.3,,,,,20.22,17.12,17.89,,16.53,16.1,,8.57,20.03,,,,,,,,,,,,,,,13.82,12.55,,,,,,,,,,,,,,,
745,,,,,10.22,,12.7,12.46,,,,,14.59,,5.66,14.83,14.16,17.94,18.23,11.53,16.58,13.91,,,12.89,16.87,,17.65,17.259999999999998,9.11,,15.56,,,19.59,15.61,19.01,17.6,19.74,17.6,,18.33,,,17.46,,19.11,15.32,15.76,18.48,,,20.27,,,18.33,,,,,17.75,19.5,,,,19.69,,18.23,16.58,,,,,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,
