,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
65,15.32,13.67,8.620000000000001,6.39,4.54,9.83,8.14,10.66,13.09,10.37,10.85,8.18,12.41,9.59,10.51,11.87,8.48,13.52,6.78,6.83,8.33,11.83,11.97,5.85,10.37,7.17,9.45,4.59,13.43,6.29,5.37,8.91,7.7,13.43,8.28,12.5,11.78,10.47,8.33,13.72,8.43,6.92,10.42,13.43,7.26,10.42,7.65,6.92,4.79,3.91,9.01,6.29,11.24,8.77,6.92,13.91,7.17,7.55,8.91,16.39,10.85,12.26,14.3,7.02,6.34,8.33,7.7,5.47,12.07,9.01,15.71,11.63,7.12,9.83,4.11,9.25,7.8,5.71,7.12,7.12,7.12,7.12,8.18,8.52,7.31,6.53,9.59,12.75,13.82,6.58,12.84,5.95,13.14,7.5,15.42,13.67,13.91,8.72,13.09,11.73
74,3.18,2.890000000000001,3.18,3.18,13.52,3.91,14.74,4.2,3.18,13.43,3.4800000000000004,3.28,4.2,12.46,4.2,4.2,3.04,3.38,15.03,15.08,12.55,9.54,13.38,3.2300000000000004,3.38,3.28,4.35,14.64,10.56,3.18,6.73,14.4,3.18,3.28,17.84,13.43,3.2300000000000004,13.18,11.58,6.49,14.01,11.97,3.2300000000000004,3.52,15.32,3.28,14.45,9.5,13.18,14.3,3.38,3.91,11.58,6.73,4.3,13.48,3.18,3.18,3.18,4.3,4.2,10.66,13.86,3.18,4.2,9.2,3.18,12.12,4.2,2.890000000000001,14.74,13.04,9.25,9.25,3.67,14.79,11.97,12.41,3.77,3.77,3.77,13.86,2.8000000000000007,13.77,3.2300000000000004,3.2300000000000004,14.64,12.12,14.2,14.06,3.09,3.09,12.7,8.82,13.57,4.69,12.31,12.31,7.17,13.04
135,6.87,3.77,11.73,1.2899999999999991,4.54,12.36,14.79,14.4,5.56,12.8,4.5,1.1899999999999995,1.4399999999999995,8.82,9.88,7.65,14.83,18.33,11.44,12.6,9.16,2.6500000000000004,9.88,2.99,12.02,7.12,9.3,19.93,12.5,1.2899999999999991,13.18,14.79,1.58,1.6799999999999995,13.57,13.18,1.2899999999999991,15.66,4.88,1.83,1.2899999999999991,1.6799999999999995,2.460000000000001,4.83,1.2899999999999991,14.4,7.46,13.09,13.33,13.38,1.6799999999999995,1.2899999999999991,11.63,11.73,16.39,1.2400000000000002,1.2899999999999991,1.34,11.68,2.99,13.23,16.78,1.2899999999999991,1.2899999999999991,9.11,9.74,3.96,14.25,11.15,1.58,16.19,1.58,1.58,1.2899999999999991,3.5700000000000003,1.7799999999999994,1.2899999999999991,13.67,1.2899999999999991,1.2400000000000002,1.6300000000000008,5.95,11.87,5.32,8.67,8.67,7.99,11.53,18.82,13.04,13.96,12.07,2.75,7.84,6.68,5.85,1.3900000000000006,1.2400000000000002,1.0500000000000007,13.43
218,12.17,2.3100000000000005,2.5,2.6,1.7799999999999994,3.38,1.2899999999999991,1.6799999999999995,10.61,1.9700000000000009,11.39,19.35,13.86,18.43,1.7300000000000004,5.03,9.5,12.26,14.83,6.68,7.31,14.88,2.0700000000000003,2.41,4.11,10.76,13.23,4.4,8.18,2.41,9.79,15.47,5.42,7.99,7.46,12.31,2.75,11.15,6.92,1.34,1.8699999999999992,16.44,1.7300000000000004,5.42,2.6500000000000004,13.82,16.19,11.24,3.09,18.72,2.6,8.52,13.14,19.69,6.15,11.34,1.4900000000000002,2.210000000000001,2.890000000000001,5.47,13.62,17.36,1.2899999999999991,2.84,1.92,8.82,1.8699999999999992,10.76,17.02,10.56,2.7,3.2300000000000004,2.3599999999999994,2.84,3.52,3.77,4.5,17.17,1.2899999999999991,1.8699999999999992,1.6300000000000008,1.6799999999999995,1.5299999999999994,1.1500000000000004,3.04,1.6799999999999995,2.119999999999999,6.73,6.92,2.02,4.25,18.14,17.21,1.4399999999999995,13.43,14.35,2.3100000000000005,2.3100000000000005,12.21,17.02
222,18.33,15.71,10.95,4.35,16.05,6.1,10.08,12.12,11.73,18.57,10.42,9.93,6.63,3.86,1.6799999999999995,1.34,3.96,10.95,1.7300000000000004,3.82,11.05,2.0700000000000003,3.67,6.1,11.24,10.51,12.99,2.210000000000001,13.57,11.68,11.53,6.44,7.55,10.95,14.16,13.82,3.04,11.83,9.06,10.32,9.83,12.12,16.19,10.32,3.62,12.41,2.5500000000000007,9.74,2.9399999999999995,14.06,6.58,6.24,10.81,3.67,11.0,9.74,14.11,17.259999999999998,6.29,14.45,10.03,3.67,1.8699999999999992,13.57,4.83,16.05,8.67,2.84,11.34,4.25,,11.05,6.05,10.17,3.18,6.53,5.85,11.58,3.5700000000000003,7.84,11.29,10.22,1.7799999999999994,5.17,7.8,11.0,6.24,6.73,17.55,1.6300000000000008,16.05,2.3599999999999994,9.2,11.24,11.39,8.23,10.9,2.7,1.7799999999999994,3.82
227,4.5,4.5,4.54,8.86,8.379999999999999,9.11,3.77,3.96,4.93,3.82,8.86,11.53,3.77,7.12,10.81,9.35,2.3599999999999994,11.73,11.58,11.68,6.58,16.05,13.91,14.01,8.91,12.31,8.82,8.82,4.98,11.53,5.81,17.12,5.08,8.67,11.0,5.66,4.45,4.01,9.2,9.59,9.06,11.29,9.16,8.96,5.81,5.66,14.45,14.06,17.17,11.78,4.25,8.33,13.77,17.6,4.2,4.2,4.35,4.59,4.4,8.620000000000001,14.2,14.35,11.78,12.46,16.58,11.0,12.07,13.72,11.73,11.39,9.5,9.4,8.72,7.17,11.68,11.78,12.02,11.29,12.07,6.73,17.31,14.54,11.29,11.49,6.1,11.58,9.45,12.36,12.07,3.18,4.83,9.2,11.83,13.28,11.87,11.87,14.2,9.2,9.2,6.29
233,4.88,12.07,6.19,4.88,7.7,12.99,2.84,8.33,6.58,13.28,5.17,14.88,2.84,7.31,10.37,4.54,2.3100000000000005,2.890000000000001,10.85,6.53,14.25,8.09,13.67,7.46,14.35,7.65,17.990000000000006,10.32,13.14,8.379999999999999,3.86,10.42,2.5,5.37,10.81,17.55,5.22,5.81,10.51,4.64,10.71,16.05,7.8,10.08,10.56,3.77,11.19,16.53,10.85,10.66,3.82,6.39,16.240000000000002,12.26,6.44,7.939999999999999,7.21,2.5,4.45,11.87,6.15,10.71,5.9,5.56,5.95,8.14,3.43,9.06,3.96,10.37,3.91,16.34,6.19,2.99,5.32,8.04,9.25,3.52,4.3,4.11,5.71,4.11,7.75,14.98,3.52,4.06,10.71,10.76,18.09,4.01,3.96,3.38,12.21,8.18,13.82,15.37,12.02,14.54,7.99,12.84
254,16.34,2.3100000000000005,6.05,3.09,2.5,2.7,11.87,11.87,13.14,4.06,4.54,12.12,12.55,12.02,16.97,8.43,8.18,17.75,12.46,2.7,2.41,4.74,3.04,3.09,3.38,3.4800000000000004,12.17,2.7,1.7799999999999994,3.91,8.23,13.38,2.890000000000001,3.67,2.3599999999999994,9.35,6.0,4.4,2.3599999999999994,2.3100000000000005,3.82,3.43,14.3,5.17,12.94,4.11,4.25,4.54,5.66,4.88,4.54,2.6500000000000004,11.73,3.14,15.32,1.58,3.18,2.5,4.64,18.14,2.3100000000000005,10.32,3.33,2.6,1.8699999999999992,10.71,6.53,8.14,14.88,7.8,3.43,7.46,2.6,1.9700000000000009,1.92,15.66,2.3599999999999994,2.460000000000001,2.460000000000001,2.7,14.45,4.16,2.75,8.86,2.8000000000000007,15.51,8.379999999999999,5.32,14.25,6.73,10.56,2.3599999999999994,14.01,8.23,3.38,15.66,13.86,3.43,4.01,3.4800000000000004
281,1.58,1.3900000000000006,10.71,1.3900000000000006,1.1899999999999995,18.28,17.89,5.47,1.58,3.14,3.14,10.71,1.58,11.1,1.58,1.58,1.1899999999999995,16.34,1.3900000000000006,10.51,20.22,1.3900000000000006,3.14,1.3900000000000006,1.3900000000000006,11.68,20.22,20.03,13.62,13.62,1.3900000000000006,15.37,1.3900000000000006,1.58,1.58,13.82,10.71,10.71,5.47,3.14,19.83,3.14,10.71,1.3900000000000006,1.58,15.56,20.22,15.17,16.73,4.88,1.3900000000000006,1.3900000000000006,6.24,14.98,14.98,1.58,7.6,1.3900000000000006,1.3900000000000006,1.3900000000000006,18.28,20.22,15.17,1.3900000000000006,20.22,1.58,3.14,1.3900000000000006,20.03,15.37,3.14,18.28,13.62,1.58,1.58,19.83,1.7799999999999994,4.69,6.24,10.71,20.03,1.3900000000000006,10.71,1.3900000000000006,1.58,3.14,1.58,4.69,15.17,10.71,1.58,10.71,15.17,1.58,1.58,10.71,10.71,1.3900000000000006,1.3900000000000006,1.3900000000000006
296,7.6,6.44,7.41,5.47,14.98,7.6,4.3,14.01,7.6,7.99,6.05,5.08,7.99,11.87,10.71,3.33,10.13,11.68,4.69,1.7799999999999994,10.71,6.44,7.41,6.24,11.1,10.71,10.9,4.88,7.8,6.44,9.16,10.9,6.24,10.71,10.32,10.51,4.5,6.44,11.1,4.69,10.71,14.4,6.24,6.44,6.83,10.71,6.24,6.24,9.35,12.84,13.82,18.48,9.16,6.83,10.9,6.83,4.69,6.24,6.24,4.88,7.8,7.8,6.44,6.05,13.62,10.71,7.21,7.8,4.11,8.96,6.24,11.68,9.93,7.41,7.6,9.35,3.52,9.35,8.57,10.71,14.4,7.6,12.46,7.8,8.379999999999999,6.24,10.71,7.8,6.24,4.3,4.88,7.99,10.71,7.6,10.71,8.57,7.41,7.8,10.71,14.4
