,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
7,12.5,17.259999999999998,3.04,11.83,15.32,12.84,12.89,7.8900000000000015,6.78,11.78,12.26,10.47,3.82,10.42,12.89,3.09,7.8900000000000015,17.259999999999998,10.51,10.51,14.69,8.67,3.38,2.890000000000001,12.7,9.59,13.52,7.3599999999999985,16.78,9.69,7.99,15.47,3.18,9.11,11.78,15.9,4.16,9.45,11.24,9.3,4.69,14.79,7.8,7.55,11.68,7.41,3.2300000000000004,4.98,3.38,18.33,7.8,10.37,15.47,9.11,15.71,12.8,2.3100000000000005,1.83,12.36,8.91,13.04,12.5,11.73,7.17,8.23,8.52,7.31,12.6,13.28,9.3,4.11,12.12,9.2,6.15,6.0,17.7,8.09,8.14,12.12,12.02,5.47,2.5500000000000007,15.13,14.54,6.92,18.82,11.73,3.33,13.38,7.46,3.91,6.05,2.5500000000000007,19.83,5.17,6.05,2.41,10.47,1.3900000000000006,7.02
11,12.12,18.52,11.97,5.76,11.49,18.33,7.65,5.22,3.52,11.78,3.67,7.21,14.01,3.82,13.57,8.04,7.21,13.82,14.79,11.92,14.11,2.6500000000000004,9.11,3.77,5.03,10.85,14.2,14.69,15.13,8.96,10.85,14.64,6.83,6.19,14.11,15.08,7.21,10.85,15.08,6.92,3.28,16.87,6.39,7.8,19.01,15.13,12.89,7.26,12.6,11.53,3.77,3.2300000000000004,12.07,9.64,7.12,4.88,10.66,11.34,2.6,6.68,15.56,15.81,4.98,15.61,5.03,14.88,10.85,19.83,4.2,6.29,12.21,12.94,4.69,6.05,10.9,16.44,13.14,14.79,3.14,5.47,13.38,14.69,13.62,9.3,7.939999999999999,10.81,13.72,13.72,17.5,10.47,14.25,14.79,14.25,15.22,6.1,11.53,15.61,12.26,6.53,6.87
51,14.79,12.84,1.4399999999999995,1.0999999999999996,1.1899999999999995,7.26,1.1899999999999995,13.18,1.0999999999999996,13.04,13.91,13.04,1.5299999999999994,12.36,1.2400000000000002,10.71,10.71,1.2899999999999991,10.32,12.89,8.72,8.379999999999999,13.14,1.1899999999999995,12.75,8.09,19.93,11.34,1.1500000000000004,12.84,12.02,19.83,1.0999999999999996,7.26,17.46,13.57,1.0999999999999996,13.09,11.87,13.48,1.0999999999999996,12.65,15.42,1.1500000000000004,7.6,12.02,14.16,13.33,13.77,17.21,7.8900000000000015,1.3900000000000006,17.55,8.620000000000001,2.6500000000000004,13.23,1.1899999999999995,1.1899999999999995,1.1500000000000004,1.1500000000000004,12.99,19.79,7.5,1.1899999999999995,16.39,15.37,1.2400000000000002,16.29,13.09,12.8,,,,,,15.95,15.03,13.96,7.6,9.64,4.11,5.32,15.9,5.61,15.47,1.1899999999999995,16.19,8.23,20.130000000000006,4.3,6.29,16.490000000000002,14.98,5.76,1.0999999999999996,7.8,7.99,13.09,12.75,12.75
70,12.41,15.61,13.48,13.91,16.29,10.42,7.939999999999999,15.61,7.17,10.47,16.1,4.06,19.880000000000006,17.84,12.17,6.1,15.22,7.84,10.95,1.34,10.81,15.37,15.32,8.14,12.84,11.49,8.96,7.55,18.48,10.08,17.65,18.96,10.27,14.98,16.39,11.19,10.71,14.16,12.17,1.6799999999999995,18.52,17.89,8.48,4.88,8.23,6.0,1.34,17.07,15.03,14.59,12.5,6.05,14.98,14.45,19.59,15.66,8.33,4.88,4.93,11.97,11.53,10.56,3.28,8.96,20.03,10.27,13.33,10.56,5.47,14.5,2.02,6.78,9.59,9.35,17.5,15.71,9.45,14.16,16.83,6.34,18.52,11.68,18.33,7.46,11.05,1.6300000000000008,4.01,8.91,14.45,5.03,8.91,6.29,7.84,9.74,8.48,1.5299999999999994,8.67,8.52,2.84,11.39
122,3.38,4.59,8.33,13.18,18.09,9.98,1.4900000000000002,10.56,4.3,16.97,18.72,3.72,10.51,10.47,10.51,3.2300000000000004,9.5,3.86,19.4,18.91,16.1,4.45,10.47,2.75,2.460000000000001,18.18,19.54,17.94,4.16,18.52,17.89,17.12,5.08,16.15,11.29,18.23,4.79,8.67,18.38,11.63,12.8,2.75,3.14,7.939999999999999,17.89,5.47,18.04,10.81,12.5,1.1899999999999995,3.04,16.83,17.75,17.31,3.38,3.96,3.2300000000000004,1.6799999999999995,2.5500000000000007,19.35,19.01,19.06,18.57,14.06,18.86,18.18,2.17,4.45,4.59,3.33,2.3599999999999994,17.990000000000006,18.43,6.34,19.06,2.6500000000000004,17.6,17.75,18.38,18.43,17.89,5.51,14.69,3.5700000000000003,2.5500000000000007,17.84,16.73,3.72,3.38,2.75,3.5700000000000003,4.59,19.64,6.24,5.47,4.54,3.28,4.64,3.38,16.97
145,6.68,15.51,11.63,13.82,8.48,12.89,9.5,11.34,14.11,14.3,14.4,9.35,7.75,13.14,11.39,8.48,11.15,8.48,1.6799999999999995,11.1,19.880000000000006,12.12,6.34,15.81,6.29,12.55,16.1,10.61,17.02,8.77,10.13,12.7,14.25,15.51,19.59,19.01,9.11,11.92,13.52,12.17,8.67,12.46,11.87,8.18,14.5,4.98,19.25,3.4800000000000004,11.05,18.09,6.44,13.33,12.46,14.16,10.66,7.65,6.29,2.119999999999999,2.6500000000000004,8.96,12.8,11.63,6.34,14.25,15.81,10.71,10.61,19.83,17.07,15.03,6.87,15.17,11.73,6.73,15.42,12.5,9.3,15.81,14.83,15.17,8.91,12.36,11.29,12.89,6.05,15.56,15.47,16.1,12.99,4.11,15.17,4.45,15.76,4.35,10.71,8.04,6.19,17.5,18.18,16.0
173,1.0999999999999996,14.16,13.38,13.23,16.34,14.69,13.72,13.82,2.26,16.58,15.85,14.79,6.34,7.21,16.92,19.83,15.47,4.16,10.76,11.92,14.64,3.96,16.78,4.11,12.36,5.32,20.130000000000006,19.45,15.71,8.77,8.379999999999999,18.62,6.97,5.56,6.53,12.65,17.02,7.8,9.4,11.97,14.45,3.2300000000000004,5.76,1.1899999999999995,7.75,9.5,16.78,12.94,19.5,19.83,9.54,14.45,19.880000000000006,11.29,4.83,9.16,6.39,1.0999999999999996,17.31,10.42,17.94,19.98,6.19,6.87,6.49,19.01,9.69,20.08,5.42,8.96,1.7300000000000004,12.12,5.95,12.65,14.25,13.28,8.379999999999999,10.71,14.83,6.34,1.4399999999999995,12.84,2.460000000000001,11.05,16.29,3.4800000000000004,7.31,14.69,19.11,13.43,12.46,3.82,1.6300000000000008,7.31,14.45,1.92,1.6300000000000008,4.06,5.56,9.16
193,9.64,19.35,4.06,2.3599999999999994,4.54,16.44,3.72,2.75,2.3599999999999994,6.63,19.83,15.03,2.75,4.35,14.2,4.54,9.54,7.939999999999999,2.5,12.6,14.5,19.74,12.46,3.14,16.0,14.4,17.75,8.48,20.08,19.35,20.22,15.85,5.81,10.42,17.75,17.65,2.5500000000000007,4.35,15.51,15.95,2.3599999999999994,10.32,5.81,7.6,16.44,9.69,10.08,12.84,19.93,17.75,3.72,5.27,1.3900000000000006,20.17,19.2,12.99,8.09,12.84,7.12,4.93,19.35,9.93,13.86,2.3599999999999994,20.22,19.93,10.61,6.87,17.75,10.51,1.4399999999999995,4.93,5.71,4.93,8.43,6.49,17.55,16.92,5.08,5.08,9.64,14.01,10.47,16.68,7.26,15.13,5.08,15.47,20.03,20.03,16.92,19.3,13.96,14.01,14.3,7.84,11.49,7.7,18.67,4.3
207,9.25,7.21,6.19,8.09,6.92,11.73,6.39,7.84,18.96,9.79,13.38,16.29,5.22,4.88,4.45,6.83,10.95,10.76,10.03,12.07,9.45,7.55,8.33,6.73,11.39,11.19,8.82,14.35,8.57,7.26,9.06,11.73,10.13,14.54,10.71,7.02,7.3599999999999985,4.83,10.32,4.25,4.74,12.26,10.56,6.73,9.93,9.2,5.71,13.72,14.4,10.27,6.83,10.47,7.8,18.86,14.93,16.490000000000002,6.78,5.17,6.34,6.68,7.17,14.83,6.83,6.39,10.22,15.27,7.8,11.68,5.08,10.56,20.22,7.6,16.39,7.8900000000000015,12.75,14.01,6.15,10.27,12.6,15.71,14.01,14.59,18.62,12.99,16.34,10.85,14.25,5.95,9.79,13.77,12.21,8.91,13.38,12.07,7.99,10.51,6.58,13.67,8.379999999999999,10.71
247,12.02,3.96,9.59,5.9,14.45,12.84,6.92,10.9,8.09,13.67,12.55,10.27,1.34,13.82,5.81,1.7300000000000004,10.9,3.77,6.97,6.97,12.6,12.89,8.52,20.03,10.27,13.28,7.5,11.39,14.45,10.95,9.88,18.57,14.2,14.06,15.66,12.5,2.210000000000001,16.53,8.23,10.32,20.08,7.31,8.14,4.2,7.17,15.71,11.73,9.98,10.37,14.11,16.73,11.44,12.36,19.5,7.12,6.68,5.76,1.5299999999999994,7.99,10.81,14.59,8.57,9.64,12.07,16.19,16.92,9.83,12.65,15.27,7.8900000000000015,1.5299999999999994,11.0,8.72,3.2300000000000004,11.73,16.53,8.57,5.51,17.12,3.86,3.04,11.83,10.61,5.51,11.34,9.45,17.5,14.01,16.44,9.59,7.84,15.03,11.63,9.45,10.37,7.41,12.46,1.2899999999999991,4.59,7.8
268,17.55,18.09,17.07,7.75,19.98,11.34,19.880000000000006,18.52,3.62,7.6,17.21,14.45,18.33,10.27,2.119999999999999,2.0700000000000003,12.6,1.6799999999999995,11.19,1.6799999999999995,20.03,11.92,14.11,7.8,11.15,17.21,10.56,2.6500000000000004,2.119999999999999,14.01,19.25,1.3900000000000006,12.75,11.83,9.88,19.3,1.58,2.3100000000000005,8.72,1.8699999999999992,7.21,19.2,16.73,2.41,13.04,10.95,7.99,2.119999999999999,7.7,19.45,19.16,10.32,19.45,1.92,10.08,9.69,10.37,2.3100000000000005,6.92,11.49,11.44,12.12,1.92,11.34,19.64,19.59,1.92,9.83,15.17,13.96,1.0500000000000007,10.61,9.59,4.5,9.83,9.83,3.86,15.85,18.38,16.78,10.85,4.25,19.16,5.61,19.5,3.14,13.43,4.11,12.55,2.5,17.75,18.72,19.45,1.2899999999999991,16.63,17.21,10.66,11.63,11.1,19.3
288,8.82,4.54,4.93,9.45,7.41,4.69,9.35,5.08,6.44,3.04,9.74,12.17,6.97,16.58,10.85,5.27,11.68,9.83,11.53,14.2,17.02,9.11,8.52,7.21,6.78,16.73,6.24,11.97,4.88,3.4800000000000004,3.2300000000000004,14.5,4.2,8.23,16.05,16.19,3.91,7.21,16.73,9.06,4.2,8.67,4.2,2.7,6.73,6.53,14.06,6.24,14.83,15.03,4.2,5.42,14.16,16.39,7.55,12.02,7.02,7.21,8.91,5.42,16.58,13.77,8.86,4.16,14.79,16.63,11.83,9.4,12.21,12.55,5.42,18.48,11.24,8.72,9.01,17.259999999999998,17.259999999999998,13.96,13.96,6.63,18.77,11.58,18.52,11.73,7.12,9.59,13.43,11.15,13.96,7.17,14.11,13.77,14.06,8.96,3.33,14.25,16.53,16.63,11.83,6.15
304,2.84,3.52,2.5,7.55,13.23,11.73,5.71,4.98,11.39,2.3599999999999994,5.71,14.74,6.87,11.97,10.95,2.9399999999999995,9.16,14.5,8.91,4.45,9.59,2.3599999999999994,1.7300000000000004,1.9700000000000009,3.91,14.4,18.67,8.77,14.01,2.41,14.11,15.22,5.08,11.39,15.9,16.39,10.76,6.1,5.71,2.99,8.91,9.64,3.14,1.7300000000000004,8.96,14.93,13.67,6.83,16.73,13.52,2.3599999999999994,11.53,14.11,17.31,4.54,15.17,2.5,7.41,11.39,2.8000000000000007,16.19,11.29,9.93,2.119999999999999,14.59,14.69,4.64,16.63,13.82,5.71,13.38,16.87,11.83,6.78,13.72,13.09,7.02,13.77,12.12,13.91,14.2,2.5500000000000007,11.73,8.67,11.73,1.1899999999999995,15.81,11.83,17.21,8.96,14.59,16.58,13.72,2.26,8.43,16.490000000000002,13.72,6.1,8.91,11.39
353,4.69,2.5,5.03,4.79,19.25,2.5500000000000007,7.07,16.19,3.72,2.5500000000000007,10.32,6.49,8.09,10.32,4.93,3.77,10.71,13.18,6.24,6.29,13.67,2.6500000000000004,3.77,3.72,2.6500000000000004,10.32,14.25,9.45,11.1,4.64,18.86,17.75,4.79,3.62,12.8,18.91,3.77,10.32,6.58,10.32,3.38,11.05,4.35,3.77,3.04,6.19,2.6500000000000004,11.83,18.43,13.86,4.2,2.6500000000000004,11.15,11.0,4.88,11.49,3.77,3.77,4.5,4.88,11.15,10.85,2.5500000000000007,7.8,16.97,16.78,3.72,10.71,11.44,4.88,5.56,13.96,8.620000000000001,8.620000000000001,7.12,7.21,12.26,12.21,12.26,16.58,16.53,17.07,4.4,13.14,18.28,10.76,11.49,11.1,17.65,17.07,18.04,17.6,16.490000000000002,16.83,18.23,16.73,18.96,11.73,11.0,10.42
