,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,,,,,2.210000000000001,19.59,18.09,16.34,,17.36,15.61,6.58,12.12,20.17,16.34,5.13,11.83,10.81,18.52,18.18,18.38,11.15,,,,16.73,4.2,19.59,19.16,11.15,20.08,20.17,,,16.19,10.9,,17.84,10.81,11.97,19.59,11.44,,,13.82,17.94,7.6,11.1,10.85,19.74,,,18.43,19.83,,11.1,,,,,19.5,16.58,19.880000000000006,,18.57,10.9,,17.41,14.45,,,,,,10.95,,,,,,,,,,18.04,19.880000000000006,,,,,,,,,,,,,,
18,,,,,15.95,15.51,15.9,8.72,,14.93,11.0,16.29,10.13,16.97,12.55,1.58,3.96,16.05,12.75,5.85,15.81,12.94,,,17.41,16.490000000000002,15.61,16.0,12.36,,16.1,19.93,,,16.44,19.16,,15.66,16.490000000000002,16.490000000000002,,19.06,,,,13.18,,13.04,18.28,19.54,,,1.2899999999999991,19.06,,16.83,,,,,18.04,17.259999999999998,,,17.6,13.82,,18.67,14.69,,,,,,,,,,,,,13.91,,,,,,,,,,,16.92,,,,15.71,,8.96,
39,,,,,15.08,,13.28,11.34,,16.29,9.25,8.91,6.97,14.54,12.6,15.61,8.82,11.19,13.67,7.8,15.42,,,,,14.79,4.45,15.42,15.08,,7.17,16.73,,,14.2,14.93,,9.2,,8.620000000000001,,16.1,6.87,,13.23,13.04,,11.68,14.79,15.03,,,16.240000000000002,16.240000000000002,6.78,14.5,,,,,13.62,17.8,15.37,,13.38,14.74,,15.03,16.490000000000002,,,9.69,,,,,,,,,,,,,,,,,14.74,,,,,,,8.33,,,,
67,,,,,14.11,20.17,12.12,12.02,,9.3,18.67,19.83,4.5,20.17,14.79,17.65,11.68,15.51,16.68,8.86,11.1,17.36,,,12.99,18.62,14.4,14.25,16.68,,18.96,16.78,12.65,11.05,16.97,19.16,,11.0,13.23,7.41,6.19,10.76,,,11.34,13.28,8.57,10.61,17.6,16.19,,,19.54,19.35,,19.2,,,,,15.22,16.58,15.47,,13.04,19.59,,19.5,19.54,12.99,,,,,,,,,,,,,14.25,,12.02,,,,,,,,,,,,,,,
80,,,,,18.23,,11.63,11.83,,,10.9,9.79,6.44,,7.55,12.07,8.72,15.27,20.17,2.890000000000001,16.97,17.75,,,,10.42,17.36,17.6,11.19,16.83,17.75,9.74,,14.69,18.33,16.78,,8.52,11.15,13.09,11.68,10.47,,,,16.39,15.56,17.02,17.07,16.29,,9.69,19.98,17.21,,9.54,,,14.64,,17.75,17.07,,,17.7,18.96,,8.72,16.53,,10.22,,,,,,,,,,,,,,7.6,,17.84,,,,,,,,,,,,,
87,,,,,18.09,,19.5,6.78,,,18.04,17.7,15.32,14.93,11.87,16.58,12.99,12.26,16.73,19.3,18.57,,,,18.72,18.04,19.11,17.65,13.57,,18.96,17.6,,18.67,15.37,17.21,,16.73,,17.46,10.76,17.89,,,16.490000000000002,19.98,16.0,15.95,16.92,10.27,,16.92,17.7,14.25,12.17,18.96,,,,,17.02,18.23,,,19.25,19.45,,17.31,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,13.04,15.56,14.69,17.31,,4.54,10.47,11.83,7.26,8.48,14.79,4.88,14.4,1.4399999999999995,11.97,12.02,17.41,13.23,,,4.88,13.57,15.47,7.07,17.84,,13.96,15.95,,10.37,14.35,13.28,,7.84,12.94,14.11,7.7,7.3599999999999985,6.73,,5.81,7.55,10.27,19.64,19.69,19.06,7.7,13.72,18.04,19.79,,12.02,,,,,17.7,15.22,11.78,,16.1,18.67,,19.06,15.27,,,,,,,,,,,,,,,,,,,,,,,18.62,,,,,13.82,,,
132,,,,,5.66,,8.67,6.19,,,18.82,18.67,7.65,19.01,7.939999999999999,1.6799999999999995,2.5,8.23,7.55,6.05,18.28,,,,15.9,17.8,19.83,18.09,19.74,,18.57,12.12,,19.74,16.68,19.59,,,18.82,,,18.62,,,,19.74,,19.4,18.43,19.64,,,1.34,16.63,,19.11,,,,,18.52,15.27,,,15.13,19.35,,10.61,19.06,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,9.98,,,
137,,,,,17.41,14.25,3.5700000000000003,11.73,,13.91,18.72,19.59,13.62,7.07,9.3,3.33,11.73,3.52,3.52,16.58,19.4,11.58,11.19,,17.84,15.13,17.8,3.5700000000000003,18.33,,19.54,18.43,,14.35,18.96,14.88,4.88,7.31,4.59,19.01,,14.69,,,2.8000000000000007,19.69,4.59,12.02,13.57,14.3,18.28,17.5,19.5,19.2,,13.18,,,,,11.83,18.52,,,19.4,19.3,17.41,18.72,19.93,,,,,,,,,,,,,,,,,,,11.58,18.72,,,,,,,,,,,
158,,,,,13.72,,10.85,3.62,,,,11.49,15.47,,5.37,14.11,12.75,10.56,14.98,15.66,17.6,18.48,11.44,,,,14.93,13.62,18.77,,14.74,18.62,,16.29,14.64,19.35,,15.76,17.84,16.240000000000002,,18.33,,,9.06,18.04,16.53,18.18,15.76,16.92,,,18.57,18.72,,15.61,,,,,16.58,16.97,15.22,,17.31,15.95,,17.89,19.79,,,16.44,,,,,,,,,,,,,,,,,16.53,,,,,15.51,10.66,,,,,
191,,,,,11.44,,13.96,,,19.3,9.54,16.15,19.11,,14.45,14.3,15.51,13.96,13.86,13.91,19.06,20.51,,,16.73,15.76,,18.67,16.63,,,16.58,,16.19,16.63,17.990000000000006,,,20.76,15.9,,18.91,,,9.4,18.67,,16.490000000000002,16.240000000000002,16.34,,,20.71,,,18.28,,,,,18.52,,15.61,,15.85,16.0,19.11,18.52,18.72,,,,,,,,,,,,,,,,,15.81,16.44,,,,,,13.96,,,,,,,
