,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,16.97,13.38,16.87,13.96,19.59,15.76,10.81,14.88,15.76,19.25,14.11,19.74,17.41,16.73,19.01,19.01,13.86,16.05,12.94,16.29,18.38,19.3,17.75,15.85,18.52,15.85,19.74,19.880000000000006,18.82,14.54,18.77,18.52,10.95,17.259999999999998,17.46,19.74,16.44,14.79,16.78,19.93,14.01,15.71,16.53,13.09,14.45,14.74,18.28,19.35,18.04,18.14,15.32,14.79,18.23,16.15,8.82,19.45,19.83,18.33,18.67,13.43,16.44,16.97,17.8,11.05,19.3,15.56,17.55,16.63,17.12,18.48,8.620000000000001,19.54,9.01,6.34,11.58,4.59,9.45,19.4,11.05,7.3599999999999985,19.59,19.74,11.58,17.990000000000006,19.59,12.46,6.19,19.25,15.51,17.84,19.69,11.44,17.84,19.25,17.259999999999998,16.83,15.76,4.25,19.06,18.48
76,17.990000000000006,18.28,18.28,18.04,16.44,18.82,3.09,3.82,18.28,18.18,18.28,18.48,17.5,18.23,18.04,4.64,4.25,16.39,17.5,17.02,17.55,2.7,18.28,18.14,18.18,2.9399999999999995,17.12,17.89,3.09,18.14,17.7,16.73,18.28,3.2300000000000004,17.94,17.21,18.23,16.63,16.83,17.41,18.18,16.87,18.28,18.28,18.04,18.09,4.06,3.52,18.23,17.46,18.28,18.14,17.02,16.87,18.14,4.4,3.62,18.28,18.33,3.77,18.04,17.36,16.44,17.89,17.55,17.21,18.18,17.259999999999998,17.46,16.44,16.05,17.5,17.31,18.57,17.55,17.55,17.65,17.41,17.7,18.96,18.28,17.259999999999998,17.55,17.55,17.55,3.91,17.990000000000006,3.67,17.94,17.7,17.89,18.09,18.18,17.65,17.75,17.6,17.46,17.46,17.990000000000006,17.7
101,20.27,20.32,20.37,20.22,19.4,20.32,15.27,2.119999999999999,20.37,18.04,20.27,19.83,2.119999999999999,20.37,2.460000000000001,15.32,14.79,19.45,19.98,19.4,19.64,19.98,20.08,14.4,13.86,20.17,20.130000000000006,19.64,20.22,2.3599999999999994,20.130000000000006,18.52,5.9,20.37,19.16,19.11,20.37,19.64,20.27,20.08,20.32,2.5500000000000007,2.460000000000001,2.7,20.27,13.14,20.22,19.64,20.32,19.2,19.93,19.880000000000006,18.28,20.08,16.240000000000002,19.880000000000006,9.98,2.5500000000000007,10.03,3.82,20.37,19.3,19.880000000000006,20.22,10.47,20.27,20.27,19.35,2.6500000000000004,20.37,20.130000000000006,20.130000000000006,18.72,14.5,1.92,19.35,19.35,18.14,18.33,18.23,20.32,20.130000000000006,18.14,20.08,19.11,20.17,20.130000000000006,20.32,20.130000000000006,19.3,19.2,1.6300000000000008,20.37,17.02,19.880000000000006,20.37,20.130000000000006,19.64,11.78,20.32
119,18.91,18.48,18.91,18.82,14.11,19.98,15.85,14.11,19.06,19.11,19.79,20.130000000000006,14.11,20.08,14.11,14.11,17.46,13.82,15.32,15.42,20.27,18.72,19.35,19.06,19.74,19.59,19.79,20.22,17.94,19.54,19.98,19.11,19.2,18.18,17.89,18.96,19.06,20.08,19.16,20.08,16.44,20.17,19.54,18.86,19.880000000000006,20.130000000000006,17.02,19.35,20.03,17.31,19.11,19.54,19.3,19.69,19.59,17.94,18.48,18.72,19.54,18.43,16.58,20.17,19.25,20.03,19.880000000000006,15.81,19.54,18.62,19.93,19.54,19.4,17.12,18.23,18.38,18.72,18.62,19.06,18.57,15.81,18.09,17.990000000000006,17.75,19.59,16.490000000000002,19.4,20.32,20.17,20.130000000000006,20.130000000000006,19.25,20.27,18.86,18.91,19.4,19.2,19.2,20.22,20.130000000000006,20.08,19.5
124,18.28,19.06,19.74,16.53,19.880000000000006,18.62,18.33,8.379999999999999,4.64,19.16,18.04,19.01,3.72,19.16,19.35,2.75,19.01,9.74,19.74,13.33,18.72,19.06,9.5,9.59,19.06,18.91,18.28,16.73,19.11,10.13,18.82,12.02,13.86,19.35,18.52,18.62,12.99,11.73,18.72,18.52,19.2,19.01,16.78,2.210000000000001,19.16,19.59,19.11,18.43,17.84,12.8,16.29,19.79,18.48,13.77,2.5500000000000007,19.11,2.6,3.04,13.52,11.44,18.48,19.16,9.64,19.880000000000006,18.72,18.43,9.3,19.45,18.77,19.01,19.3,19.35,19.74,15.71,19.59,19.59,18.48,19.35,16.78,18.82,19.93,18.91,19.06,12.21,18.91,13.04,19.35,19.880000000000006,19.2,5.85,17.990000000000006,18.48,19.06,14.98,19.06,18.52,19.11,18.91,15.42,18.48
229,10.22,16.78,4.88,8.86,13.57,15.71,15.37,12.26,12.17,16.29,15.03,13.52,3.09,17.89,4.64,12.46,9.88,15.56,15.66,15.66,19.59,16.490000000000002,18.57,10.51,16.58,20.22,19.93,17.259999999999998,16.490000000000002,10.47,18.67,20.32,6.92,13.09,19.98,20.08,10.27,15.32,17.89,17.5,14.3,20.03,13.52,12.46,17.259999999999998,13.57,16.15,19.93,19.79,20.08,10.56,19.59,19.880000000000006,8.57,20.03,20.17,15.37,16.240000000000002,15.51,15.03,20.17,20.17,12.94,10.51,20.08,20.130000000000006,15.95,19.98,20.08,14.54,17.02,19.54,16.240000000000002,13.04,10.22,20.130000000000006,19.54,19.64,19.98,19.93,19.74,19.59,19.83,19.83,19.98,19.54,18.91,19.93,19.83,18.91,19.93,20.03,16.240000000000002,17.21,16.15,16.0,15.66,11.58,14.4,15.61
243,19.45,6.53,20.08,16.83,19.880000000000006,19.4,17.75,9.16,18.96,19.98,19.98,19.01,13.62,19.880000000000006,19.93,19.74,16.92,19.83,8.04,12.07,19.69,20.22,13.43,20.130000000000006,16.68,19.79,19.98,19.98,19.64,19.98,19.74,20.27,17.36,19.83,19.59,17.55,19.45,19.16,20.08,10.81,1.4900000000000002,19.69,12.5,14.06,19.79,19.79,19.35,19.74,19.69,19.54,20.17,20.17,19.59,19.45,19.59,20.130000000000006,16.19,6.29,12.26,19.45,19.880000000000006,20.22,20.17,19.83,20.08,19.69,18.04,19.880000000000006,19.4,16.58,19.93,19.93,18.38,4.98,10.03,19.74,10.85,19.79,20.130000000000006,11.73,19.83,19.93,19.74,19.83,19.98,18.04,12.5,19.59,19.98,19.79,5.9,19.74,19.83,18.82,13.43,19.69,17.84,14.5,17.65,19.880000000000006
255,20.08,15.66,17.94,15.66,12.7,17.21,20.22,11.0,17.17,18.57,14.01,18.86,12.26,16.78,15.81,19.11,9.45,19.06,12.36,11.73,14.35,17.89,18.38,15.9,14.01,20.17,19.98,12.5,18.91,16.73,12.46,14.16,13.67,19.69,20.17,13.23,17.31,15.27,19.64,12.21,19.35,16.34,19.74,13.33,14.01,16.87,18.38,19.880000000000006,16.240000000000002,19.2,11.49,15.76,17.12,15.13,18.96,19.54,15.66,17.75,16.1,20.22,18.18,17.6,17.7,18.18,13.09,19.74,15.32,16.39,18.18,13.52,,19.93,,,,,15.56,15.56,15.56,15.56,19.2,13.33,17.8,17.990000000000006,19.11,14.74,19.3,15.56,19.54,19.54,16.63,2.84,17.990000000000006,14.74,19.59,18.57,18.77,12.17,14.83,2.9399999999999995
267,15.42,15.9,16.58,9.25,17.259999999999998,15.13,11.05,15.17,8.67,14.88,12.21,13.14,9.2,14.06,5.85,15.56,12.5,12.6,16.73,16.63,19.74,12.55,15.17,8.67,17.31,20.32,19.79,20.03,11.0,17.12,20.32,19.880000000000006,15.42,19.83,19.59,19.3,9.45,15.37,17.8,6.97,10.32,17.17,10.13,9.11,16.78,12.21,16.19,19.98,19.35,19.880000000000006,10.76,15.66,19.45,10.66,17.36,19.93,15.47,10.22,18.86,10.08,19.45,19.98,17.5,10.08,20.37,19.69,16.0,20.37,20.27,16.97,18.91,20.27,20.03,19.880000000000006,9.74,20.37,19.5,19.64,20.17,20.130000000000006,11.29,19.16,15.22,20.130000000000006,8.52,20.17,20.22,20.03,20.27,20.130000000000006,20.22,17.8,18.96,20.17,19.64,19.4,19.54,16.87,20.32,16.39
330,15.22,14.98,17.36,14.79,10.95,18.48,18.62,16.73,16.44,18.52,18.09,18.91,3.67,19.2,12.31,7.5,14.79,8.86,15.13,18.28,4.35,17.990000000000006,17.6,12.84,14.3,13.38,12.31,19.5,17.17,17.990000000000006,14.79,6.19,20.27,18.33,19.45,8.67,4.16,18.33,13.86,7.7,18.82,16.15,8.04,18.91,12.99,18.91,19.5,15.27,15.37,18.62,15.51,17.89,19.5,7.46,16.0,17.94,14.79,12.46,16.78,19.01,19.59,18.91,20.03,17.36,11.92,19.5,12.84,14.2,18.23,18.38,17.8,16.68,15.22,15.66,13.67,15.27,12.99,16.78,13.52,9.74,6.15,14.93,18.04,18.18,20.130000000000006,19.35,14.35,13.23,19.25,17.41,13.38,15.51,19.01,19.11,18.86,17.46,17.46,8.379999999999999,18.09,13.52
