,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
108,19.74,17.65,17.94,8.09,11.63,19.45,14.35,14.98,15.56,14.79,19.74,16.78,9.01,11.68,11.15,11.63,11.44,14.54,14.4,14.35,17.17,14.79,18.96,11.44,14.79,13.72,16.490000000000002,19.93,19.3,14.4,14.35,15.95,11.63,16.58,19.35,17.5,9.01,18.09,14.79,11.49,12.7,14.11,16.39,13.96,15.76,14.59,14.4,18.91,17.12,19.16,9.4,16.0,18.09,16.34,15.13,9.54,17.84,3.09,18.09,15.13,20.17,18.82,15.66,15.66,6.49,12.5,13.23,13.82,15.42,12.12,,,,,,,,,,,19.69,15.32,14.54,18.96,12.6,14.98,14.98,18.38,18.23,14.98,14.98,14.98,16.92,19.59,19.69,18.43,15.27,13.43,17.17,19.74
116,20.03,18.96,20.22,1.4900000000000002,20.22,14.01,2.75,5.08,9.35,20.22,17.259999999999998,3.72,16.68,20.08,18.09,6.73,10.76,3.28,10.81,19.98,11.15,20.130000000000006,19.83,2.41,19.880000000000006,20.17,20.17,19.93,20.17,10.17,10.56,17.84,9.59,20.08,20.22,20.22,6.78,10.81,14.2,20.17,6.15,15.71,7.75,1.5299999999999994,19.98,20.17,20.03,20.130000000000006,3.77,20.22,1.5299999999999994,10.22,20.32,20.130000000000006,10.22,18.91,9.4,9.83,10.81,20.130000000000006,19.98,20.22,14.59,20.08,20.130000000000006,20.130000000000006,20.08,20.130000000000006,20.27,18.62,20.17,3.04,3.14,3.4800000000000004,3.04,20.17,2.6500000000000004,2.5500000000000007,3.2300000000000004,1.34,20.17,20.130000000000006,20.08,10.17,10.17,9.93,10.08,7.84,20.17,13.33,20.17,19.93,20.17,20.22,20.03,20.22,20.08,13.33,8.86,4.64
127,6.68,20.22,16.63,1.0999999999999996,16.58,17.46,16.63,10.37,5.42,12.94,18.09,18.18,12.8,19.5,17.7,5.71,11.78,9.35,9.3,11.44,18.96,16.83,15.13,5.85,11.87,16.0,20.22,15.03,20.130000000000006,13.86,20.08,19.16,14.98,18.38,19.4,20.08,5.85,16.29,17.8,18.67,16.92,18.09,8.14,4.25,14.59,17.41,15.51,17.46,18.23,18.77,16.68,19.35,20.22,19.59,6.97,18.18,1.0500000000000007,1.2899999999999991,11.19,14.11,19.2,20.08,12.55,5.81,18.52,20.17,6.1,17.17,15.61,12.36,,,,,,,,,,,,16.19,,,,,14.35,14.4,15.37,13.86,8.91,11.53,18.72,8.18,15.95,13.57,11.58,11.58,10.13,19.98
143,17.36,17.8,19.64,14.06,15.17,16.63,10.51,14.64,13.86,13.86,13.43,14.54,14.74,10.47,14.83,4.11,13.23,11.29,15.08,10.61,18.23,13.14,16.53,11.05,14.59,6.83,17.75,13.96,17.65,15.37,18.48,17.17,15.32,14.54,18.33,18.57,13.91,15.71,14.98,15.27,15.17,10.85,15.03,12.55,13.67,14.11,14.88,18.48,18.09,17.7,15.17,13.91,15.95,18.23,14.2,19.01,13.48,11.34,13.82,15.61,18.57,18.62,16.68,14.2,13.38,18.57,13.57,9.64,14.4,14.06,,,,,14.69,11.19,14.45,13.86,14.54,11.83,14.01,14.16,11.0,14.59,10.47,11.24,13.57,13.18,14.98,12.46,15.13,14.16,14.01,10.56,10.66,14.64,14.25,13.72,5.03,17.990000000000006
152,14.4,14.4,14.4,14.4,8.28,14.01,7.07,14.4,14.01,14.01,14.01,14.01,10.56,14.01,10.56,10.51,10.9,14.06,12.41,16.92,14.74,14.01,14.01,14.01,14.01,14.01,13.62,13.86,13.86,14.01,14.01,13.62,14.4,14.01,14.01,13.23,14.74,14.74,10.76,13.77,14.01,13.77,14.01,14.01,16.83,14.01,13.77,13.77,14.74,13.62,13.91,14.01,13.23,14.74,14.01,13.77,14.01,14.4,14.01,14.01,11.97,14.74,13.77,14.01,14.01,13.23,14.01,12.8,14.74,14.01,,,,,,,12.21,12.21,17.12,17.12,17.12,17.12,17.12,17.12,17.84,15.85,15.85,11.68,15.85,15.85,15.85,15.85,11.63,11.97,15.85,15.85,15.85,15.85,15.85,16.29
348,13.72,15.27,17.65,15.85,13.14,20.08,12.36,9.98,12.84,13.23,19.74,12.21,6.05,19.74,11.29,5.13,11.24,10.03,12.36,11.92,15.56,12.75,13.57,12.8,13.82,16.92,19.16,15.95,14.54,14.88,16.29,14.69,14.64,19.5,13.14,15.27,14.69,12.84,19.74,20.08,16.15,19.74,13.28,13.04,18.82,15.76,16.0,13.77,16.63,15.61,14.54,16.78,15.17,19.64,15.17,17.84,14.79,10.32,15.13,19.16,18.52,14.2,16.29,13.43,15.17,15.66,10.32,14.74,16.39,12.26,,,,,,,,,,,,,,18.91,20.08,16.53,16.29,15.47,20.130000000000006,17.31,14.35,15.17,17.84,18.09,16.68,14.64,15.95,19.54,16.83,18.67
450,12.26,6.34,6.1,13.04,16.34,16.87,8.57,5.61,12.7,6.78,9.4,16.58,13.96,16.44,11.49,15.37,17.259999999999998,10.22,19.5,18.48,19.45,18.23,10.13,7.939999999999999,17.21,18.33,17.65,18.18,18.28,10.17,18.23,17.990000000000006,7.8,11.15,14.74,16.63,16.63,17.990000000000006,17.990000000000006,18.14,3.28,15.95,6.58,15.08,16.97,11.92,17.8,18.57,16.15,16.53,9.5,8.04,16.19,18.18,9.01,18.67,10.61,4.11,16.39,13.67,19.11,17.12,16.58,4.4,18.28,19.2,8.28,17.84,17.46,19.06,,,,14.16,,4.16,4.2,3.82,3.67,16.68,13.67,18.38,2.7,3.5700000000000003,2.75,5.42,3.62,2.890000000000001,3.77,4.35,4.16,3.67,6.68,6.15,7.8,8.43,10.81,11.58,12.12,12.07
527,7.31,20.17,20.130000000000006,9.06,14.16,10.42,12.41,20.08,16.68,20.22,20.17,14.25,16.1,4.01,1.5299999999999994,1.5299999999999994,10.56,1.34,1.2400000000000002,1.2400000000000002,18.86,20.17,8.18,15.32,10.42,20.17,20.130000000000006,20.130000000000006,17.259999999999998,8.82,20.37,10.95,8.72,20.22,15.37,19.98,7.3599999999999985,6.73,20.17,20.17,6.87,20.130000000000006,1.34,16.97,20.22,20.130000000000006,7.5,20.130000000000006,12.41,20.03,20.17,20.08,20.08,17.12,20.27,20.17,1.34,2.9399999999999995,20.22,9.93,20.27,10.47,14.25,8.72,19.98,20.130000000000006,7.84,20.32,19.93,9.45,3.14,4.16,1.2400000000000002,1.8699999999999992,10.9,11.05,3.67,7.5,2.210000000000001,20.27,20.37,2.99,4.3,20.32,19.64,20.08,4.54,6.39,11.73,3.28,17.46,19.59,17.7,16.58,6.83,2.99,15.08,7.46,11.44,6.68
576,15.42,14.64,13.82,13.82,7.3599999999999985,16.29,5.85,7.65,14.16,14.01,14.16,14.79,10.56,16.29,6.92,7.3599999999999985,7.21,10.51,10.47,10.47,17.12,15.32,17.6,12.7,18.04,11.15,16.58,18.09,16.34,13.91,17.31,16.83,15.13,18.04,17.259999999999998,17.46,10.76,17.07,17.21,15.13,13.96,16.58,15.13,15.13,16.63,16.34,17.5,18.62,14.59,14.83,16.97,16.34,14.11,18.67,18.09,16.240000000000002,8.620000000000001,13.28,13.62,15.47,16.34,18.09,17.5,14.16,16.83,10.56,10.56,16.0,16.53,11.19,,,,,,,,,,,,8.379999999999999,,7.84,,,,,,,13.48,13.82,14.06,15.22,14.35,14.79,13.77,15.03,11.73,18.82
716,12.6,16.19,5.37,14.06,5.9,15.27,13.91,9.93,17.5,12.17,19.2,19.35,9.79,13.33,9.64,9.54,9.69,8.23,9.4,11.24,19.4,19.5,6.58,12.65,10.22,11.83,14.5,13.82,18.96,9.98,17.259999999999998,15.17,7.6,20.08,19.5,17.46,10.56,16.73,19.3,13.09,13.82,13.28,4.25,6.53,9.64,15.81,15.22,19.45,19.4,17.7,6.34,10.37,10.32,13.09,12.5,13.77,12.89,13.18,17.89,10.17,12.75,15.13,9.74,10.08,17.7,17.6,5.95,13.52,18.14,7.99,,,,,,,,,,,,,,15.61,,,10.9,13.62,19.35,16.0,19.79,7.6,14.69,17.46,14.74,13.86,13.43,17.02,5.61,18.48
