,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
13,3.52,5.81,12.99,5.47,14.54,10.66,12.46,18.82,13.48,12.55,14.5,2.84,18.57,5.51,17.7,8.86,7.7,12.94,16.78,15.66,11.1,5.66,3.96,13.48,5.27,8.379999999999999,15.76,15.51,9.35,9.88,15.51,15.08,3.33,5.27,9.3,15.9,11.44,11.83,11.83,14.54,3.67,7.26,3.4800000000000004,17.89,17.36,5.32,13.72,16.05,15.76,11.49,3.33,5.42,13.67,15.61,18.43,8.43,3.52,3.52,5.27,18.14,8.43,16.1,3.67,4.4,7.6,8.04,11.44,8.48,6.29,3.33,,,,,,,,,,,17.94,,,,,,,,,,,,,,,,,,,
26,6.29,3.77,2.890000000000001,6.15,10.42,1.4900000000000002,18.72,14.64,3.72,2.5500000000000007,17.02,7.5,4.01,14.69,2.6,1.2400000000000002,14.01,14.93,19.5,19.69,5.17,19.3,17.41,14.88,11.53,18.96,19.2,14.11,16.39,3.38,15.22,19.5,4.01,5.32,16.490000000000002,8.91,2.7,19.16,6.29,15.85,7.8900000000000015,18.33,4.83,14.2,16.92,14.25,12.84,13.96,15.03,19.35,2.99,12.5,16.05,17.36,18.43,6.29,17.6,3.28,5.27,9.11,20.27,19.64,15.27,6.49,17.17,4.74,16.63,4.3,5.9,19.4,16.1,,,,,,,,,,,,4.98,,,,,,,,,,,,,,,,,
29,19.59,14.5,7.55,6.44,10.51,5.85,17.94,14.83,19.93,20.03,7.17,3.96,3.14,6.05,1.9700000000000009,18.43,7.8,6.97,3.96,7.02,2.210000000000001,19.83,15.08,12.84,11.24,4.83,13.04,14.16,11.29,3.04,13.77,10.17,5.95,2.0700000000000003,18.96,17.31,19.83,19.79,2.119999999999999,12.12,5.42,4.69,18.18,19.74,12.46,19.83,14.2,6.78,5.42,16.15,8.72,14.3,16.68,4.35,1.9700000000000009,12.84,13.86,7.3599999999999985,12.7,19.59,3.96,11.83,17.36,2.119999999999999,6.78,14.01,4.2,2.41,7.8,7.65,,1.9700000000000009,,,,,,,,,,,1.4399999999999995,,,,,,,,2.7,,,,,,,,,
48,12.12,12.21,19.69,9.35,12.8,13.38,15.66,12.21,15.66,16.78,17.5,6.83,6.29,14.5,15.71,1.6300000000000008,13.28,20.27,19.3,13.18,7.84,16.05,8.57,5.81,2.84,14.64,12.65,19.4,16.58,10.71,16.19,16.19,10.71,6.83,5.22,17.990000000000006,16.68,19.79,4.54,14.83,2.75,3.5700000000000003,13.67,10.9,16.63,13.82,16.97,17.94,17.75,16.39,1.2400000000000002,4.06,18.28,16.1,13.57,5.22,2.3599999999999994,1.1899999999999995,13.33,15.47,17.75,17.21,19.4,16.1,16.29,14.64,15.9,19.5,13.77,6.19,,,3.86,,,,,,,7.5,,,5.76,,,,,,,,,,,19.880000000000006,,,,,,
56,14.2,5.17,15.03,12.5,17.36,11.19,14.01,13.18,8.620000000000001,13.14,17.65,6.58,16.83,6.83,7.8,3.38,14.06,1.8699999999999992,9.74,6.63,15.03,12.41,9.98,15.03,10.47,6.39,10.66,14.5,17.94,14.5,11.68,14.59,8.28,3.77,16.29,11.97,8.33,16.15,10.27,10.95,14.25,14.59,2.6,7.31,12.02,3.91,7.84,15.85,17.36,13.96,9.4,10.22,6.73,5.08,5.71,5.13,2.6500000000000004,5.66,8.86,14.4,11.49,15.27,13.67,9.69,5.42,14.16,6.1,9.74,3.82,9.5,,,,,,17.84,,,,,,,7.17,,,,,,,,,,,,,,,,,
60,18.04,11.24,13.14,14.74,12.7,7.939999999999999,13.91,10.03,20.27,6.49,10.32,17.02,13.38,14.25,7.55,5.71,11.92,11.24,4.98,12.36,16.58,10.03,1.0999999999999996,6.97,12.07,17.8,14.3,14.01,13.18,12.26,13.57,17.65,16.05,6.92,13.62,16.0,12.75,13.28,15.42,14.54,14.54,11.15,6.63,16.240000000000002,6.58,15.81,7.02,17.5,13.82,13.57,15.22,11.97,13.09,11.49,10.61,18.04,17.36,11.1,11.87,16.53,12.55,15.61,20.17,12.12,18.43,15.27,16.92,20.08,18.82,11.24,,,,10.13,,,,,,11.53,,,,,,,,,,,,,,,15.95,,,,,
68,16.63,15.42,4.98,4.74,12.8,9.83,4.06,12.8,17.12,13.48,13.72,8.28,19.93,14.2,14.69,5.51,3.28,11.44,8.620000000000001,12.65,12.65,10.76,11.05,3.04,14.54,4.98,17.12,16.29,15.32,10.95,12.5,18.96,20.03,12.6,20.03,17.5,3.43,7.8,7.07,16.39,4.35,11.05,16.73,2.0700000000000003,14.93,9.5,17.21,14.5,17.990000000000006,11.68,6.05,3.77,16.87,19.06,15.66,9.83,4.5,5.22,14.2,13.57,10.08,17.02,14.83,4.3,9.16,14.93,14.79,15.08,4.88,9.11,18.57,,,,,,,,11.53,,,,,,,,,,,9.25,13.62,,,,,,,,10.22,
77,12.07,2.3100000000000005,2.5,2.5500000000000007,10.61,18.33,19.83,15.37,10.9,10.61,12.75,18.96,10.95,10.42,17.75,7.3599999999999985,16.490000000000002,15.32,19.83,6.53,6.97,10.03,9.16,1.92,12.75,13.91,15.08,10.42,19.54,7.7,8.72,19.83,19.74,12.21,13.91,19.5,12.6,14.74,10.03,10.47,10.22,19.3,5.47,19.54,7.26,5.71,19.45,10.32,19.54,18.67,10.42,6.19,19.2,15.76,3.86,18.23,2.5,12.8,10.47,19.54,18.91,19.4,19.64,6.53,14.98,19.16,3.96,19.01,19.3,5.81,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,
99,7.6,12.94,7.7,7.6,11.97,14.4,12.65,12.31,7.6,12.36,11.1,9.88,16.240000000000002,13.33,11.53,11.53,10.37,7.939999999999999,12.8,12.12,11.53,12.99,10.61,12.36,11.83,10.47,13.43,14.4,18.48,10.61,15.56,17.02,7.99,8.52,11.83,15.47,15.03,11.68,14.54,11.39,15.03,15.32,10.56,9.83,11.39,9.11,11.92,13.77,14.45,11.92,11.78,14.59,15.76,12.02,8.57,15.56,6.24,12.17,7.5,12.89,13.14,16.1,12.07,13.43,15.56,12.84,11.83,16.44,14.35,9.79,,,,,,,,,,,,,,,,,,,15.51,,,,,,,,,,,
109,,15.85,19.98,,1.58,5.22,2.3100000000000005,7.55,17.7,19.93,17.17,7.939999999999999,10.81,16.83,13.48,1.2400000000000002,1.3900000000000006,13.82,9.83,14.98,10.03,15.61,19.79,2.75,14.54,18.23,20.130000000000006,10.51,19.25,3.86,15.47,17.84,9.2,14.25,18.57,16.44,15.32,19.06,9.93,18.23,19.69,16.58,16.68,,11.78,6.78,19.83,19.11,18.48,13.38,20.17,7.65,1.0999999999999996,19.45,19.59,11.78,7.55,,16.05,16.19,10.61,16.19,8.72,,11.68,18.77,17.12,6.19,14.98,11.73,,,15.32,,,,8.48,,,,,,,,,,,,,,,,,,,15.85,,,,
