,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
90,,,,,14.5,,3.43,17.17,,5.9,13.43,14.74,14.59,9.4,6.49,9.01,3.5700000000000003,1.9700000000000009,7.41,2.75,14.59,5.37,,,,7.939999999999999,13.67,6.53,20.03,,11.78,11.63,,17.259999999999998,8.23,17.02,,15.56,6.73,,,17.12,,,,16.92,,13.67,9.59,8.33,,,11.92,15.95,,16.83,,,,10.47,16.53,7.41,,,13.48,13.82,,15.42,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,15.42,,,10.22,12.07,15.13,14.06,,7.55,19.83,13.72,1.4399999999999995,18.04,19.06,8.379999999999999,11.19,2.8000000000000007,8.14,5.22,16.15,15.32,10.95,,14.01,15.66,16.73,16.490000000000002,17.75,,15.71,15.37,,11.78,17.17,16.87,,12.99,14.4,14.5,15.76,14.88,,,19.64,8.86,1.2899999999999991,14.59,11.97,15.85,8.72,14.93,6.58,1.2899999999999991,,15.95,,,,,11.15,8.43,,,16.44,15.51,,11.68,5.66,,,14.06,,8.379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,2.7,,,2.84,9.3,9.79,3.5700000000000003,,,14.06,1.58,3.38,2.3100000000000005,2.890000000000001,2.84,2.7,3.91,3.96,3.96,19.64,13.67,13.96,,2.41,7.02,16.78,12.36,11.78,,9.45,9.35,,6.53,14.45,16.490000000000002,,,2.41,6.87,,3.86,,,,13.86,11.97,2.5,9.5,14.16,11.92,13.86,4.74,11.39,,18.77,,,,,11.68,3.86,,,4.35,14.3,6.24,14.2,19.01,13.91,,,,,,,,,,,11.44,,11.97,,7.02,,,,,,,,,,,,,,,
208,,,,,1.9700000000000009,,3.52,3.43,,,,,2.17,,3.38,2.26,5.32,4.88,3.82,3.38,11.83,18.28,15.56,,,17.5,15.85,14.5,18.62,,19.69,14.74,,14.74,16.87,19.64,,,10.51,,,16.39,,,18.96,16.87,17.07,19.5,16.97,18.28,9.2,,16.0,17.89,,16.29,4.83,,,,18.28,17.5,11.97,,19.11,16.44,17.55,15.66,16.490000000000002,,,,,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.3599999999999994,4.93,2.26,2.0700000000000003,10.71,13.28,3.52,4.35,2.0700000000000003,5.56,14.45,5.85,4.59,1.7300000000000004,13.23,5.76,10.76,4.54,7.65,4.35,7.41,4.93,10.42,2.26,15.03,4.06,8.33,16.63,5.22,4.93,14.64,14.64,2.26,4.45,13.48,15.13,2.0700000000000003,5.13,10.37,5.08,2.0700000000000003,13.96,2.26,2.0700000000000003,7.41,15.9,14.74,11.05,14.79,6.73,2.6,6.78,14.2,6.63,3.38,5.66,2.0700000000000003,2.0700000000000003,2.26,5.37,10.71,13.77,4.93,2.0700000000000003,16.29,5.81,2.6,15.13,10.66,4.25,,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,11.15,11.87,11.05,8.620000000000001,,13.96,11.73,7.7,5.85,5.37,11.34,3.52,11.78,9.74,2.890000000000001,2.9399999999999995,9.64,12.07,7.55,,13.96,11.53,14.54,8.72,14.11,,16.0,16.0,,7.7,19.35,17.31,,13.48,9.83,15.22,,7.12,,,12.65,6.0,6.24,6.97,13.43,12.31,7.3599999999999985,8.91,16.240000000000002,16.19,,9.74,,,,,17.259999999999998,12.46,,,16.53,13.18,9.79,2.84,14.4,8.52,,,,,,,,,,,,,,3.2300000000000004,,,,,,,,,,3.72,,,,,,
263,,,,,4.11,5.61,4.25,5.13,,,,6.58,4.2,10.37,10.51,3.62,5.13,4.4,4.4,4.25,14.16,6.1,11.0,,5.56,11.24,14.5,13.28,5.56,,14.69,9.83,,11.0,14.74,7.3599999999999985,,10.9,11.0,5.17,,14.93,,,10.42,10.9,14.5,15.22,14.25,13.96,,6.29,10.42,14.59,10.66,13.28,3.91,,,,16.53,13.38,,,10.71,14.06,,13.72,13.43,,,,,,4.69,10.37,,,,,,3.86,,,,,,,,,,,,,,,,,,
297,,,,,18.77,,18.43,5.22,,,17.12,12.8,9.88,19.2,1.58,5.13,17.02,9.01,16.39,12.26,19.54,,,,,18.72,7.75,2.890000000000001,19.16,,19.64,17.5,,,8.82,14.64,,,,,,17.5,,,18.67,,3.72,11.44,4.2,17.8,,19.3,18.77,2.9399999999999995,,3.62,,,,,17.94,7.41,,,3.67,18.52,,12.26,17.5,,,,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,9.88,9.79,16.15,8.04,,12.31,14.79,14.59,1.6799999999999995,15.08,4.98,3.33,12.84,7.75,11.68,12.84,15.47,14.01,,,,14.06,11.87,14.35,14.54,,17.46,9.83,,16.53,13.82,13.82,,13.33,15.66,12.21,,17.8,,,6.1,14.79,9.54,13.72,12.02,12.65,1.0500000000000007,1.7799999999999994,14.79,12.07,,15.9,,,,,14.98,13.04,,,12.6,11.87,,11.34,12.5,12.17,,,,,,,,11.63,,,8.77,,,,,,,,,,,,,,,,,,,
318,,,,,2.3599999999999994,5.13,2.6,2.890000000000001,12.31,8.14,8.96,9.11,12.46,15.13,4.74,9.69,13.86,7.21,9.79,9.69,15.22,7.26,9.59,,5.32,18.91,8.86,7.46,8.67,8.77,9.01,9.93,,12.5,12.6,10.76,,9.11,13.52,7.8900000000000015,8.43,16.63,7.8900000000000015,,6.34,13.28,8.72,8.67,8.52,14.11,8.48,17.5,12.55,10.37,8.52,12.75,,9.83,8.28,,15.42,12.55,7.21,,16.87,11.78,8.04,11.05,15.17,15.27,,,8.72,,,,,,,,,,,,,,,,,,,,,,7.12,,,,,
