,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
20,18.77,19.16,18.67,,14.54,19.35,19.35,5.08,12.21,17.12,18.04,14.3,18.18,10.85,17.259999999999998,1.2400000000000002,7.5,19.79,1.34,16.73,10.32,15.85,19.93,,19.35,17.46,18.48,18.57,5.47,15.81,19.54,19.06,15.81,17.12,5.03,19.64,10.95,18.67,14.3,17.89,13.28,17.5,18.04,5.22,17.8,16.87,8.67,19.59,19.35,17.6,20.17,19.93,5.22,17.259999999999998,8.77,19.79,,,13.43,14.59,18.09,14.2,16.44,2.6,17.89,15.71,4.64,14.64,10.61,4.11,,,,,,,,,,,,,,,,,,,,,,,,18.86,,,13.38,,11.83,
46,13.96,14.4,15.08,13.23,11.05,14.11,7.17,13.04,13.38,15.32,14.16,15.27,12.21,14.35,15.03,13.86,4.06,14.35,14.35,13.62,10.66,17.65,11.19,14.2,16.87,17.12,13.43,15.32,13.91,17.17,14.88,11.0,13.57,17.89,14.79,14.88,14.98,14.88,8.18,15.76,15.08,13.23,13.86,15.22,14.25,15.66,17.21,16.63,17.02,14.2,12.89,15.08,13.43,11.49,16.68,15.47,11.34,15.51,16.58,15.56,15.76,17.12,16.58,12.36,18.67,13.96,15.51,17.89,12.26,16.58,,,,,9.69,,,,,,,,,,12.94,,16.19,,,,,,,,,,,,,
71,12.94,17.990000000000006,4.01,6.78,17.36,18.43,13.28,13.33,10.37,14.54,15.56,16.97,16.19,13.52,5.71,1.83,10.9,16.44,19.79,19.3,16.63,13.67,11.83,12.5,12.7,9.54,12.94,14.25,18.43,11.15,15.61,17.8,12.12,12.55,20.03,18.43,8.04,6.05,20.22,12.65,17.94,3.09,14.74,13.67,8.14,15.08,16.58,20.17,18.28,20.130000000000006,11.97,15.56,19.4,18.72,14.69,5.81,3.4800000000000004,7.02,14.98,13.82,13.48,19.83,14.45,9.79,19.98,16.58,13.72,14.16,17.84,11.97,,,18.86,,,,,,,,,,,,17.89,,,,,,,,,,,,,,,
81,3.18,19.16,18.77,18.43,17.41,18.33,18.28,17.5,17.21,16.15,16.92,19.06,4.93,15.9,18.72,17.75,5.9,17.6,2.5,18.33,17.89,15.56,18.04,17.6,3.09,15.61,18.09,15.85,18.91,17.75,15.81,19.74,3.14,16.0,17.07,3.28,17.89,15.81,15.71,3.43,18.96,15.76,18.91,17.55,2.890000000000001,15.32,18.18,15.85,18.33,19.4,3.52,2.9399999999999995,18.86,18.28,17.6,19.11,18.96,17.8,17.84,17.12,19.01,18.86,17.46,18.09,16.53,17.75,19.2,18.72,18.43,15.85,,,,,,17.84,,18.04,,,,17.55,,,,,,,,,,,,,,,,,,
125,15.85,10.47,17.89,11.97,15.08,17.41,12.46,14.25,16.63,13.38,13.38,13.38,14.35,14.93,17.07,11.0,11.58,14.4,14.25,12.6,16.87,14.93,14.16,16.63,15.13,14.01,16.39,15.51,15.13,16.58,16.83,17.89,10.61,15.03,16.78,18.67,14.88,14.59,14.59,14.59,17.41,16.87,14.74,10.51,13.38,14.01,15.85,16.87,16.73,19.06,14.69,15.03,7.31,16.87,16.15,16.78,9.59,12.6,15.03,14.74,16.05,17.990000000000006,16.15,16.68,14.01,16.92,16.63,16.78,17.07,15.42,,,16.78,,,,,,,,,,,,,14.54,,,,,,,,,,,,,,
153,15.42,14.59,10.56,13.28,12.41,15.66,16.39,17.31,12.17,16.83,12.12,16.39,3.33,15.27,10.32,13.23,16.58,10.81,12.55,11.83,15.13,12.84,13.33,13.28,16.53,14.5,15.37,12.26,7.17,15.22,14.88,14.2,18.82,16.53,11.39,16.63,12.7,16.53,16.87,13.91,14.59,18.82,6.92,11.58,18.57,13.91,15.71,16.34,19.79,12.8,16.53,12.07,8.18,16.490000000000002,12.94,14.5,14.54,9.5,10.61,14.59,17.36,18.52,16.53,14.59,6.97,19.74,15.9,16.490000000000002,7.26,19.74,15.42,,,,,,,,,,,,,,,,,,,,,,,,12.12,,,12.7,16.73,15.13
183,10.71,16.73,9.16,10.71,18.67,15.17,19.06,3.91,14.59,17.89,14.2,17.31,6.24,15.56,4.69,4.11,16.73,12.84,10.51,9.54,15.17,16.73,16.92,12.26,13.04,16.73,12.07,18.28,4.88,12.46,19.25,14.59,11.1,12.26,6.05,18.48,10.71,16.73,16.15,12.46,15.56,18.28,2.3599999999999994,13.04,14.2,16.92,15.37,17.31,15.17,18.67,16.73,15.17,18.86,17.12,15.95,18.28,15.17,10.71,11.29,7.8,17.5,17.89,14.59,10.71,18.28,10.71,16.73,18.28,16.92,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.86,,
187,10.32,11.15,11.29,9.59,16.15,20.37,17.12,3.67,15.66,17.7,12.6,11.49,4.25,12.99,13.82,13.96,12.84,19.69,15.08,10.9,15.61,18.91,12.41,20.03,18.23,10.42,17.94,17.6,17.990000000000006,14.79,11.87,15.42,12.46,10.85,11.87,16.05,17.5,18.14,12.8,17.46,10.81,18.28,7.41,10.51,19.16,16.68,18.72,18.91,18.09,17.84,10.85,13.43,17.8,19.25,19.79,11.05,4.69,5.61,15.08,19.98,16.78,19.01,15.08,17.7,16.53,16.53,19.64,18.96,15.51,11.24,,,,11.34,,,,,,,,,15.42,,,,,,5.81,,,,,,,,,5.61,19.98,6.63
196,,6.29,15.08,10.37,5.32,19.54,15.42,12.26,15.71,13.91,16.58,15.47,17.990000000000006,13.04,12.07,11.39,14.3,18.52,15.42,15.42,12.5,15.32,10.32,11.68,16.29,14.93,19.35,11.78,17.6,8.28,16.73,11.92,8.72,16.1,12.6,11.05,11.39,16.58,10.32,18.09,8.33,13.23,13.28,13.04,10.66,16.29,17.7,17.65,11.19,18.77,10.17,10.71,13.57,18.04,15.13,14.74,15.17,,9.98,11.58,18.62,15.51,7.12,16.63,19.4,17.94,13.28,17.21,16.73,12.8,,,,,,,,12.75,,,,,,,,,,,,,,,,,13.91,,,,,
205,18.28,18.62,18.52,15.03,18.23,18.82,11.49,17.75,18.28,18.43,18.14,15.42,13.04,18.67,11.29,14.4,14.3,14.06,13.04,10.51,18.62,19.45,18.09,16.39,16.490000000000002,13.67,18.52,15.03,16.87,16.44,18.86,16.87,18.91,14.16,13.77,18.67,17.89,18.86,18.86,16.29,16.63,18.04,18.52,16.44,16.73,18.62,18.18,16.73,18.14,16.490000000000002,14.06,18.18,14.83,18.96,18.23,13.52,12.46,17.990000000000006,13.62,18.86,18.38,18.62,16.92,18.72,14.45,18.82,18.48,15.22,16.63,18.23,,,,,,,,,,,,,,,,,16.87,,,,,,,,,,,,,
