,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,-0.9506953911024888,-0.08549045257485544,-0.7822604577761272,-0.32742761743613746,-0.3986214022661193,-0.7077394635711556,-0.9232022338174015,-0.4000446618478839,-0.8910614587370022,-0.4208035483133111,-0.943461797083262,-0.6277113642928412,-0.6991251001340975,-0.5643447302454007,-0.1337783455927074,-0.6373842610600748,-0.107497559883448,-0.144004415922366,-0.08134660121003978,-0.7459356822784372,-0.605146304095105,-0.8145313502720608,-0.39941490334493157,-0.3434680163351861,-0.09217603801352914,-0.982849755365484,-0.010316522954675222,-0.7250036408877348,-0.7650031849485022,-0.7807088950451082,-0.4483186654575665,-0.7904237501398449,-0.8506350898745583,-0.002047494019904894,-0.06310724555435088,-0.06071869385727269,-0.5208489128327918,-0.24952054795500422,-0.37660637554988063,-0.8909571349271866,-0.5168292747091057,-0.6124975122078522,-0.9618098879464557,-0.8145345060975697,-0.03343699516088516,-0.7992017610898474,-0.2847921017086881,-0.3631584440168232,-0.6288080963586838,-0.6457633362542881,-0.32489345709420736,-0.12345685054037914,-0.8036016634174018,-0.29421191291353643,-0.25970259432593545,-0.47140328531186004,-0.05283847448717327,-0.7074440457898057,-0.9376513749859506,-0.591183554993402,-0.25348027612278945,-0.36335815451094444,-0.12562657618703055
1,-0.498309167254406,-0.8843810488532378,-0.42177893579971226,-0.45462753018825297,-0.719211628594357,-0.5175472865260802,-0.4879426466490574,-0.9075262420516204,-0.1315700376281136,-0.2237621130113462,-0.8941258072642362,-0.32937643032236985,-0.9172365129822837,-0.8214046061258832,-0.7135217987444789,-0.6068397316061308,-0.6429028222925411,-0.3655709544838043,-0.5221240805313277,-0.8592023598997919,-0.6010607856829435,-0.7891932668784657,-0.7072472807742614,-0.052872301700463864,-0.08568838691251879,-0.09288776343245841,-0.7774095177147573,-0.25000665337647665,-0.827219203166565,-0.6591684266657543,-0.43593543206280627,-0.02741950977845331,-0.5293289867471703,-0.2608938744258805,-0.1048580267319893,-0.5725334610525159,-0.15196755029752673,-0.022653386010883958,-0.4994263439076423,-0.5353848187397067,-0.5224189618268191,-0.44620970737181853,-0.29683864822886785,-0.9330447152245437,-0.9300014120253387,-0.7527061388593526,-0.356898399682149,-0.3849214404369755,-0.5583872388936684,-0.27650043394750967,-0.6723107051548478,-0.22229932064064917,-0.032755834183726185,-0.3414233752069876,-0.7634783243035071,-0.1524431369589656,-0.619090519624872,-0.0006228770529712602,-0.5101421444997102,-0.7342500035982915,-0.7706563699813207,-0.06109196166315112,-0.7504619384637484
2,-0.5455795955052687,-0.5348595479045791,-0.7901565845032739,-0.6238504242121078,-0.4204094042199985,-0.18455141724437063,-0.6069576708340851,-0.4007720468601842,-0.9794509130871761,-0.751791133755434,-0.8695321558325345,-0.384079261417396,-0.292102106556412,-0.8502695520492803,-0.2555355320763574,-0.4978004462474994,-0.6429854828784501,-0.8762088062987085,-0.6861605649004285,-0.46939909245383316,-0.6749646904315508,-0.6308842191802624,-0.6431521009107442,-0.646256842176152,-0.7837252668974929,-0.837718315534423,-0.9868343420788593,-0.5175081468610093,-0.4181505847509577,-0.07316109319757236,-0.3875874964614755,-0.33247813376915536,-0.5835681009683757,-0.1105567181602396,-0.8953749101385632,-0.23898478686594726,-0.6632011618600535,-0.6560418289677501,-0.6340062951902632,-0.673346365708097,-0.07897399815774442,-0.6190972853974496,-0.0011287198527540898,-0.13053288500681504,-0.6327818879355872,-0.3632101117987383,-0.5069262256696389,-0.7935910373497188,-0.36991778167430156,-0.3559085285850383,-0.7791476641515441,-0.9539520688930908,-0.417320758158614,-0.7176918173635901,-0.9719161368410625,-0.07245983898788655,-0.9507131022302927,-0.01012702339595939,-0.5197184831841055,-0.09609640352039828,-0.532326374153953,-0.750824564334138,-0.035466731055111556
3,-0.13800500442743346,-0.41203102080125276,-0.8630887537864561,-0.9595743022418195,-0.07421964490057353,-0.0523382242453162,-0.2818162222156986,-0.022390866874146265,-0.07451766677276683,-0.2272368320430651,-0.5173894304772753,-0.10476713703115181,-0.19969648081345248,-0.706484944088733,-0.633769224789952,-0.028327682361747764,-0.45716418281908755,-0.5506463599342178,-0.872491012264934,-0.7735042338249699,-0.46209165095741966,-0.37353371435438787,-0.8196187693119389,-0.25970636739784525,-0.05085508043969278,-0.5898583767297424,-0.14696074482978594,-0.1993060233443762,-0.7192762348433572,-0.0621298944875166,-0.9221652667600949,-0.9270442820082002,-0.08607046624069947,-0.3898089282363908,-0.32083968223152004,-0.873411013969026,-0.5033783577411481,-0.6492664939305587,-0.22505354763695673,-0.4899700991525333,-0.5510051770735294,-0.21353390817248952,-0.8219093942344473,-0.6816234622234398,-0.07116215022980676,-0.6622360622605004,-0.3640264620383359,-0.8045498857751148,-0.019614205358911008,-0.005101153465501218,-0.14995855410436087,-0.4920260226201866,-0.4424883199062929,-0.45214261311377435,-0.01289184087971429,-0.1565744616014365,-0.35744931568081395,-0.6416554967356385,-0.057890256673097884,-0.3241743698446752,-0.49995856641585357,-0.6692857976774345,-0.6313658101913288
4,-0.12378929289908447,-0.5875203346939094,-0.1939842669686701,-0.3815629275045759,-0.03728448347111324,-0.955617516515664,-0.1576883122669488,-0.8119961487846815,-0.45686921459131224,-0.12074274606978819,-0.29560805992116657,-0.7352714230395233,-0.729025924846661,-0.7848818656871003,-0.03292510844734953,-0.7169730055507109,-0.16219192554657402,-0.016790262780433274,-0.5847310689396978,-0.4214344093328468,-0.3971518780892678,-0.1172095113654662,-0.896710037942073,-0.757949692034792,-0.3592121465980891,-0.37030593049766436,-0.573591846503318,-0.23994763120015894,-0.7577893813209348,-0.2504551988967407,-0.5509127333920117,-0.4583328765177248,-0.47306368333477156,-0.4631966162735124,-0.5931842618978279,-0.6020514897336047,-0.6641781119200456,-0.17505547016025946,-0.5455327267780562,-0.4339184387001762,-0.7722505041707144,-0.3506190562583674,-0.11008570802987805,-0.4076067020498185,-0.43416505401126027,-0.48962222065587346,-0.6997085292258628,-0.4251033649608885,-0.9073918132080383,-0.9685726545672121,-0.34913908539340655,-0.17237733650348808,-0.23280766971124855,-0.08513269577369253,-0.2951615197738825,-0.9172183027530957,-0.1390597832761774,-0.09459171987995885,-0.25390509407922024,-0.26250750255404354,-0.9152125602942217,-0.5471352972267453,-0.4569810685246557
5,-0.10803094068589303,-0.44927277628596396,-0.12621400410622374,-0.1817290495371262,-0.5900132934841582,-0.3388071306761936,-0.37143568488217305,-0.4582433854127965,-0.20906543055409132,-0.056076829748821,-0.6332626836114014,-0.8888922557561852,-0.8342823979299677,-0.5484912728007036,-0.8046872000539417,-0.1046962826219453,-0.7821656550137781,-0.9662684451195085,-0.9965175152130151,-0.25674370995062745,-0.577841252705378,-0.596705704693269,-0.3356640559443739,-0.44294451868933227,-0.2546700180303424,-0.7559080592005847,-0.43342200343557136,-0.7332106229967142,-0.7915675961901623,-0.9233524882256855,-0.39339036026460417,-0.9548229518860057,-0.358350077958276,-0.19691231731992498,-0.9726704373878399,-0.8319098113142867,-0.8405418825512878,-0.21326505183670386,-0.5696302072305971,-0.30503882288404116,-0.41828323200510764,-0.12425386129887683,-0.42884265536968325,-0.9300631748004302,-0.26347288999627805,-0.49594196746328456,-0.7765011245864166,-0.838194033049151,-0.4745511482665442,-0.5426971159132036,-0.2202637206548851,-0.9594287825470303,-0.0013295047286336903,-0.3489360241002526,-0.3769260730975815,-0.7649067249201191,-0.693460292648167,-0.10937182762575748,-0.04106953048552631,-0.21678599102798957,-0.5920478203723742,-0.593251921672095,-0.2919804154461174
6,-0.4797338289624937,-0.8628193021445445,-0.6699723493008398,-0.7723822747010537,-0.26984881235183567,-0.7354069532089964,-0.9871318538481402,-0.5736912965185205,-0.36880025424893204,-0.6350441441052151,-0.9005320503669382,-0.6423571550599563,-0.7934026581216294,-0.3047172211257495,-0.6915444386286067,-0.5208080644340518,-0.7298143874973197,-0.49541267955572066,-0.031625550981003614,-0.05191122569648454,-0.35065383825480256,-0.5806964895375839,-0.9247260226729042,-0.8074812650665752,-0.4337614859470186,-0.3454996915929921,-0.24007710563988294,-0.5509704308201655,-0.20542787730104461,-0.2817597835500484,-0.4564397169736918,-0.056435581001401336,-0.42237238612986105,-0.16770143726539555,-0.9995640844967534,-0.8226313657535784,-0.7426152451969479,-0.33168586655018373,-0.12091353864097198,-0.3622266778783335,-0.4806949744210496,-0.27887535452674717,-0.33712540790705114,-0.4809911361312236,-0.41996350949579087,-0.021271889652672793,-0.5900837719936901,-0.3048725048341606,-0.6396840599740159,-0.2850003251847567,-0.6293912990461467,-0.4368114231516671,-0.18088744374568722,-0.9367311648130857,-0.081339288239057,-0.13184046206701927,-0.1808287664103524,-0.5460528085557087,-0.8424874025808735,-0.5391327757040657,-0.27761590356900046,-0.3077135931188667,-0.2260703760710584
7,-0.3726078482782007,-0.5459763599747484,-0.07454221295709984,-0.07754481243893385,-0.5510634115715746,-0.4060450314810139,-0.8906130171720145,-0.22793745310005464,-0.0383325667154667,-0.27537126389049416,-0.3222985385360596,-0.8219975915019884,-0.7452262790733105,-0.017466946039315645,-0.0941586915725533,-0.4449179269721646,-0.29668938941280176,-0.5658341826812234,-0.5342107212948596,-0.6844917891435086,-0.9645983129752936,-0.9061725284565316,-0.3679024775733606,-0.13045266693165425,-0.19601091898483236,-0.4099380439236662,-0.17460213111872203,-0.4651948082559333,-0.04442413958821745,-0.6040041540214471,-0.05343172538823604,-0.015807758313917675,-0.3882255352000804,-0.42980338511055405,-0.8815224472582525,-0.2726248422830758,-0.046105382969643394,-0.620104867506044,-0.7840463254960319,-0.12227962193583775,-0.24127522405175061,-0.7899765028417942,-0.35807090514968865,-0.7147393604537251,-0.757945657974419,-0.9388191940691234,-0.08240621211246746,-0.5315464653063486,-0.8902961698690713,-0.2468496854496599,-0.32476611618537443,-0.5687369808054324,-0.11429191210838929,-0.24698251896004209,-0.41949092565891566,-0.1261073146834737,-0.25324846652612176,-0.04720175874201227,-0.36912298161212675,-0.5097377500643312,-0.8802026235472891,-0.8302153304235637,-0.5772914447953004
8,-0.8074935926590607,-0.08748556882935499,-0.8300747258938783,-0.032857892767776065,-0.23930499432791275,-0.5715716339327499,-0.02685875768378887,-0.16290732815397224,-0.7362948012631554,-0.37162606737897064,-0.44674236320485794,-0.4077146446024682,-0.47294423684706643,-0.03343834021255454,-0.37228737144662616,-0.4214134034810706,-0.6858021418259892,-0.39474197777150666,-0.006451593114517151,-0.2782370854452674,-0.6621002901025016,-0.5843464860518691,-0.4867676571991413,-0.3938771049983162,-0.013163587247231545,-0.018713051377576506,-0.5922305615984425,-0.6238011078515866,-0.5503415898437017,-0.0625884260377142,-0.3753911370125743,-0.8988714190008534,-0.9585431833870396,-0.13011502044810308,-0.9614756737462081,-0.013726852454566507,-0.328820426253173,-0.22703617795836695,-0.766544010940738,-0.04693309708032756,-0.3711442610275414,-0.0445005383614262,-0.13903841563953412,-0.6428692215064344,-0.9555429596755061,-0.6491628618623813,-0.2816522756215598,-0.1086328925107446,-0.7219836540914476,-0.2482195051405236,-0.2222671807672295,-0.7459007740166691,-0.07989992290755277,-0.20477487751785795,-0.06779248913688474,-0.539090198967214,-0.830295677057899,-0.530475720973992,-0.9473370241353903,-0.525780068376524,-0.678189176786165,-0.21374343110975658,-0.307342626515126
9,-0.3314910499524022,-0.5091320543251511,-0.511309824856655,-0.32437247896875654,-0.41360330253113275,-0.8766339589760995,-0.9239635939562331,-0.4300528360805964,-0.13218138412620595,-0.9248586833746725,-0.8401744403976766,-0.8455180443086395,-0.4823229934930997,-0.9801179416216419,-0.8632791061764308,-0.44721092527498185,-0.38880277127102947,-0.7037061516081403,-0.49686560699734506,-0.4125224057228448,-0.8219131750093507,-0.50181370928262,-0.4312254515955253,-0.34203982827084667,-0.6594212954591114,-0.24318792794503608,-0.7528721276394224,-0.8909901053637774,-0.18014261405062704,-0.048537913554549394,-0.6561325224452235,-0.0035189035793276036,-0.26992928695637186,-0.012170317605484149,-0.05250703378360977,-0.9815422561730531,-0.2720067722477667,-0.03659888355957386,-0.9422943291113404,-0.06056378716361299,-0.5960425629764406,-0.8361730971702452,-0.7668272790187857,-0.6929359310869994,-0.785013269589177,-0.8275818558383702,-0.9596908303573524,-0.4732118889137231,-0.14751892429707592,-0.879092589776154,-0.9467221881987037,-0.8026523399394261,-0.12839204884212474,-0.7785262050314407,-0.5072789754800497,-0.47908486792040184,-0.2055541457797262,-0.9177561478482628,-0.722427344872433,-0.2206145089504452,-0.771411263240842,-0.6878503049705089,-0.23941177321600926
